original_,original_affiliation-city,original_affiliation-country,lat,lon,formatted,district,housenumber,street,suburb,name,county_code,postcode,city,county,state,state_code,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
2826,Inverness,United Kingdom,57.4790124,-4.225739,"Inverness, IV1 1AN, United Kingdom",,,,,Inverness,HLD,IV1 1AN,Inverness,Highland,Scotland,SCT,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2827,Chelmsford,United Kingdom,51.7345329,0.4730532,"Chelmsford, ENG, United Kingdom",,,,,,,,Chelmsford,,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2828,Carmarthen,United Kingdom,51.8591257,-4.3115907,"Carmarthen, SA31 1RT, United Kingdom",,,,,Carmarthen,CMN,SA31 1RT,Carmarthen,Carmarthenshire,Wales,WLS,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2829,Wirral,United Kingdom,53.3409714,-3.0500916,"yes, Wirral, ENG, United Kingdom",yes,,,,,,,Wirral,Liverpool City Region,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2830,Kirkcaldy,United Kingdom,56.1110218,-3.1582296,"Kirkcaldy, KY1 1JA, United Kingdom",,,,,Kirkcaldy,FIF,KY1 1JA,Kirkcaldy,Fife,Scotland,SCT,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2831,Shrewsbury,United Kingdom,52.707755,-2.7540658,"Shrewsbury, ENG, United Kingdom",,,,,,SHR,,Shrewsbury,Shropshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2832,Salisbury,United Kingdom,51.0690613,-1.7954134,"Salisbury, ENG, United Kingdom",,,,,,WIL,,Salisbury,Wiltshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2833,Llantrisant,United Kingdom,51.5412874,-3.3747857,"Llantrisant, CF72 8BU, United Kingdom",,,,,Llantrisant,RCT,CF72 8BU,Llantrisant,Rhondda Cynon Taf,Wales,WLS,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2834,East Kilbride,United Kingdom,55.7601174,-4.1796401,"East Kilbride, G74 1LW, United Kingdom",,,,,East Kilbride,SLK,G74 1LW,East Kilbride,South Lanarkshire,Scotland,SCT,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2835,Muscatine,United States,41.4246132,-91.0436508,"Muscatine, IA 52761, United States of America",,,,,,,52761,Muscatine,Muscatine County,Iowa,IA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2836,"Polla, Salerno",Italy,40.517112,15.497962,"84035 Polla, Italy",,,,,,SA,84035,Polla,Salerno,Campania,CAM,Italy,it,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2837,Great Abington,United Kingdom,52.1152817,0.2367961,"Great Abington (South Cambridgeshire), ENG, United Kingdom",,,,,,CAM,,South Cambridgeshire,Cambridgeshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2838,Nakhon Ratchasrima,Thailand,14.854541,101.694946,"Nakhon Ratchasima, Thailand",,,,,,,,Nakhon Ratchasima,,Nakhon Ratchasima,,Thailand,th,0.8181818181818181,0.8181818181818181,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2839,Dibrugarh,India,27.4844597,94.9019447,"Dibrugarh - 786001, AS, India",,,,,Dibrugarh,,786001,Dibrugarh,Dibrugarh East,Assam,AS,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2840,Assergi,Italy,42.4153196,13.5071805,"Assergi, L'Aquila, ABR, Italy",,,,,Assergi,AQ,,L'Aquila,L'Aquila,Abruzzo,ABR,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2841,Hidalgo,Mexico,24.2480354,-99.4382079,"Hidalgo, TAM, Mexico",,,,,Hidalgo,,,Hidalgo,Hidalgo,Tamaulipas,TAM,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2842,Ila,New Zealand,-45.175323,169.232531,New Zealand,,,,,New Zealand,,,,,,,New Zealand,nz,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2843,Agdal Rabat,Morocco,33.9983119,-6.8542908,"Agdal, Rabat, Rabat-Salé-Kénitra, Morocco",,,,Agdal,Agdal,,10000,Rabat,باشوية الرباط,Rabat-Salé-Kénitra,,Morocco,ma,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2844,Nantong,China,31.9827896,120.8904588,"Nantong, Jiangsu, China",,,,,,,,Nantong,,Jiangsu,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2845,Merced,United States,37.3029568,-120.4843269,"Merced, CA, United States of America",,,,,,,,Merced,Merced County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2846,Petaluma,United States,38.295411,-122.61369350203252,"Petaluma, CA, United States of America",,,,,,,,Petaluma,Sonoma County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2847,Bridgeport,United States,41.1792695,-73.1887863,"Bridgeport, CT, United States of America",,,,,,,,Bridgeport,Greater Bridgeport Planning Region,Connecticut,CT,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2848,Gujrat,Pakistan,32.5686782,74.071481,"Gujrat, PB, Pakistan",,,,,Gujrat,,,Gujrat,Gujrat District,Punjab,PB,Pakistan,pk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2849,Plan-les-Ouates,Switzerland,46.1683113,6.117887,"1228 Plan-les-Ouates, Switzerland",,,,,,,1228,Plan-les-Ouates,,Geneva,,Switzerland,ch,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2850,Hengelo,Netherlands,52.2658726,6.7924049,"Hengelo, OV, Netherlands",,,,,,,,Hengelo,,Overijssel,OV,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2851,Chuo-ku,Japan,35.666255,139.775565,"Chuo, Japan",,,,,,,,Chuo,,,,Japan,jp,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2852,Glencoe,United States,44.7691886,-94.1515671,"Glencoe, MN, United States of America",,,,,,,,Glencoe,McLeod County,Minnesota,MN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2853,Minot,United States,48.23251,-101.296273,"Minot, ND, United States of America",,,,,,,,Minot,Ward County,North Dakota,ND,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2854,Whitehorse,Canada,60.721571,-135.054932,"Whitehorse, YT, Canada",,,,,,,,Whitehorse,,Yukon,YT,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2855,Sackville,Canada,45.8999177,-64.3655256,"Sackville, NB, Canada",,,,,,,,Sackville,Sackville Parish,New Brunswick,NB,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2856,Minden,Germany,52.2881045,8.9168852,"Minden, North Rhine-Westphalia, Germany",,,,,,,,Minden,Kreis Minden-Lübbecke,North Rhine-Westphalia,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2857,Ontario,Canada,50.000678,-86.000977,"ON, Canada",,,,,,,,,,Ontario,ON,Canada,ca,0.5,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2858,Surat,India,21.2094892,72.8317058,"Surat - 395008, GJ, India",,,,,Surat,,395008,Surat,Katargam Taluka,Gujarat,GJ,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2859,Taitung,Taiwan,22.7560447,121.1456538,"Taitung City 950, Taiwan",,,,,,,950,Taitung City,Taitung County,,,Taiwan,tw,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2860,Bandar Puncak Alam,Malaysia,3.2342055,101.4258355,"Kuala Selangor, Bandar Puncak Alam, Selangor, Malaysia",Kuala Selangor,,,,Bandar Puncak Alam,,42300,Bandar Puncak Alam,,Selangor,,Malaysia,my,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2861,Salmiya,Kuwait,29.3328242,48.0684884,"Salmiya, Siddeeq, Hawalli, Kuwait",,,,Salmiya,Salmiya,,,Siddeeq,,Hawalli,,Kuwait,kw,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2862,Ceará,Brazil,-28.6876183,-49.3532423,"Ceará, Criciúma, SC, Brazil",,,,Ceará,,,88815-190,Criciúma,,Santa Catarina,SC,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2863,Kashiwa,Japan,35.8676218,139.9756876,"Kashiwa, Japan",,,,,,,,Kashiwa,Chiba Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2864,Courbevoie,France,48.8953328,2.2561602,"92400 Courbevoie, France",,,,,,,92400,Courbevoie,Hauts-de-Seine,Ile-de-France,IDF,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2865,Thunder Bay,Canada,48.406414,-89.259796,"Thunder Bay, ON, Canada",,,,,,,,Thunder Bay,Thunder Bay District,Ontario,ON,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2866,Natal,Brazil,-5.805398,-35.2080905,"Natal, RN, Brazil",,,,,,,,Natal,Região Geográfica Intermediária de Natal,Rio Grande do Norte,RN,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2867,Manisa,Turkey,38.6125793,27.4333969,"45020 Manisa, Turkey",,,,,Manisa,,45020,Manisa,Şehzadeler,Aegean Region,,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2868,Fredonia,United States,41.2847478,-91.3387659,"Fredonia, IA, United States of America",,,,,,,,Fredonia,Louisa County,Iowa,IA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2869,Lawrenceville,United States,33.9566391,-83.9890066,"Lawrenceville, GA, United States of America",,,,,,,,Lawrenceville,Gwinnett County,Georgia,GA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2870,Thibodaux,United States,29.7957633,-90.822871,"Thibodaux, LA, United States of America",,,,,,,,Thibodaux,Lafourche Parish,Louisiana,LA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2871,Obu,Japan,35.0165825,136.954545,"Obu, Japan",,,,,,,,Obu,Aichi Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2872,Leeuwarden,Netherlands,53.2005936,5.7918548,"Leeuwarden, Frisia, Netherlands",,,,,,,,Leeuwarden,,Frisia,,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2873,Dumaguete,Philippines,9.3054777,123.3080446,"Dumaguete, 6200 Negros Oriental, Philippines",,,,,,,6200,Dumaguete,,Negros Oriental,,Philippines,ph,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2874,Mawlamyine,Myanmar,16.4908026,97.6284825,"Mawlamyine, Mon State, Myanmar",,,,,,,,Mawlamyine,,Mon State,,Myanmar,mm,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2875,Bohol,Philippines,10.4819463,119.8922002,"Bohol, Roxas, Palawan, Philippines",,,,,Bohol,,,Roxas,,Palawan,,Philippines,ph,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2876,Provincetown,United States,42.0525612,-70.1858639,"Barnstable County (Provincetown), MA 02657, United States of America",,,,,,,02657,Provincetown,,Massachusetts,MA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2877,Dong Nai,Viet Nam,11.8105637,107.3291301,"Xã Đồng Nai, Bình Phước Province, Vietnam",,,,,,,,Xã Đồng Nai,Bù Đăng District,Bình Phước Province,,Vietnam,vn,0.63,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2878,Bad Mergentheim,Germany,49.490532,9.7730692,"97980 Bad Mergentheim, Germany",,,,,,,97980,Bad Mergentheim,Main-Tauber-Kreis,Baden-Württemberg,BW,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2879,Sierre,Switzerland,46.2922522,7.5323195,"3960 Sierre, Switzerland",,,,,,,3960,Sierre,Sierre,Wallis,,Switzerland,ch,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2880,Roskilde,Denmark,55.6433478,12.0819247,"4000 Roskilde, Denmark",,,,,Roskilde,,4000,Roskilde,,Region Zealand,,Denmark,dk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2881,Kragujevac,Serbia,44.0130251,20.91925,"34114 Kragujevac, Serbia",,,,,Kragujevac,,34114,Kragujevac,Sumadija Administrative District,Central Serbia,,Serbia,rs,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2882,Setif,Algeria,36.1895852,5.4024656,"19000 Setif, Algeria",,,,,,,19000,Setif,Setif District,Setif,,Algeria,dz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2883,Martin,Slovakia,49.0724921,18.929193,"036 01 Martin, Slovakia",,,,,,,036 01,Martin,District of Martin,Region of Žilina,,Slovakia,sk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2884,Galati,Romania,45.4338215,28.0549395,"Galați, Romania",,,,,,,,Galați,Galați,,,Romania,ro,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2885,Georgetown,Guyana,6.8137426,-58.1624465,"City of Georgetown, DE, Guyana",,,,,,,,City of Georgetown,,Demerara-Mahaica,DE,Guyana,gy,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2886,Peoria,United States,40.6938609,-89.5891008,"Peoria, IL, United States of America",,,,,,,,Peoria,Peoria County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2887,Swabi,Pakistan,34.1262144,72.4743164,"Swabi, KP, Pakistan",,,,,Swabi,,,Swabi,Swabi District,Khyber Pakhtunkhwa,KP,Pakistan,pk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2888,Fall Church,United States,34.90022385,-82.92097974676753,"Fall Creek Baptist Church, Fall Creek Church Road, Fall Creek, SC 29676, United States of America",,,Fall Creek Church Road,,Fall Creek Baptist Church,,29676,Fall Creek,Oconee County,South Carolina,SC,United States,us,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2889,Limassol,Cyprus,34.6852901,33.0332657,"3085 Limassol, Cyprus",,,,,Limassol,,3085,Limassol,Limassol District,Cyprus,,Cyprus,cy,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2890,Potsdam,United States,44.6697996,-74.9813349,"Potsdam, NY, United States of America",,,,,,,,Potsdam,Saint Lawrence County,New York,NY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2891,Emporia,United States,38.4040054,-96.181623,"Emporia, KS, United States of America",,,,,,,,Emporia,Lyon County,Kansas,KS,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2892,,Croatia,45.3658443,15.6575209,Croatia,,,,,,,,,,,,Croatia,hr,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2893,Buri Ram,Thailand,14.9955693,103.1079187,"Buri Ram, Buri Ram Province 31009, Thailand",,,,,Buri Ram,,31009,Buri Ram,,Buri Ram Province,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2894,Russellville,United States,35.2784173,-93.1337856,"Russellville, AR, United States of America",,,,,,,,Russellville,Pope County,Arkansas,AR,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2895,Krabi,Thailand,8.0634637,98.9162345,"Krabi, Krabi Province 81300, Thailand",,,,,Krabi,,81300,Krabi,,Krabi Province,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2896,Arnsberg,Germany,51.4002384,8.0605908,"Arnsberg, North Rhine-Westphalia, Germany",,,,,,,,Arnsberg,Hochsauerlandkreis,North Rhine-Westphalia,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2897,Bang Phut,Thailand,14.0582415,100.5890178,"Bang Phut Subdistrict Administrative Organization, Thailand",,,,,,,,,Bang Phut Subdistrict Administrative Organization,Pathum Thani Province,,Thailand,th,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2898,Chania,Greece,35.5120831,24.0191544,"731 36 Chania, Greece",,,,,Chania,,731 36,Chania,Chania Regional Unit,Region of Crete,,Greece,gr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2899,Dummerstorf,Germany,54.0131361,12.2281926,"18196 Dummerstorf, Germany",,,,,,,18196,Dummerstorf,Landkreis Rostock,Mecklenburg-Vorpommern,MV,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2900,Pulawy,Poland,51.4171713,21.9720582,"24-111 Puławy, Poland",,,,,,,24-111,Puławy,Puławy County,Lublin Voivodeship,,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2901,Florence,United States,34.79981,-87.677251,"Florence, AL, United States of America",,,,,,,,Florence,Lauderdale County,Alabama,AL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2902,Kedah,Malaysia,6.1072177,100.2934899,"Kota Setar, Kuala Kedah, Kedah, Malaysia",Kota Setar,,,,Kuala Kedah,,06600,Kuala Kedah,,Kedah,,Malaysia,my,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2903,Chenggong,China,24.8885797,102.8207599,"Chenggong District, Yunnan, China",,,,,,,,Chenggong District,,Yunnan,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2904,Sevenoaks,United Kingdom,51.2719654,0.1914386,"Sevenoaks, ENG, United Kingdom",,,,,,KEN,,Sevenoaks,Kent,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2905,Malang City,Indonesia,-8.0091901,112.6440592,"Kantor Badan Narkotika Nasional (BNN) Kota Malang, Jalan Citragarden City Boulevard, Malang 65136, East Java, Indonesia",,,Jalan Citragarden City Boulevard,,Kantor Badan Narkotika Nasional (BNN) Kota Malang,,65136,Malang,Kota Malang,East Java,,Indonesia,id,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2906,Billingshurst,United Kingdom,51.0229148,-0.4515772,"Billingshurst, RH14 9QP, United Kingdom",,,,,Billingshurst,WSX,RH14 9QP,Billingshurst,West Sussex,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2907,Reynoldsburg,United States,39.9547861,-82.8121191,"Reynoldsburg, OH 43068, United States of America",,,,,,,43068,Reynoldsburg,Franklin County,Ohio,OH,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2908,Mbour,Senegal,14.4385618,-16.2941072,"Mbour Sine, Communauté rurale de Diakhao, Fatick Region, Senegal",,,,,Mbour Sine,,,Communauté rurale de Diakhao,Département de Fatick,Fatick Region,,Senegal,sn,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2909,Koharah,Australia,-23.992438,134.050443,Australia,,,,,Australia,,,,,,,Australia,au,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2910,Putian,China,25.4557366,119.0029034,"Chengxiang District, Putian, Fujian, China",Chengxiang District,,,,Putian,,351100,Putian,,Fujian,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2911,Guanajuato,Mexico,21.0158848,-101.25284,"36003 Guanajuato City, GUA, Mexico",,,,,Guanajuato City,,36003,Guanajuato City,Municipio de Guanajuato,Guanajuato,GUA,Mexico,mx,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2912,Toulon,France,43.1257311,5.9304919,"Toulon, PAC, France",,,,,,,,Toulon,Var,Provence-Alpes-Côte d'Azur,PAC,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2913,'t Horntje,Netherlands,53.0056434,4.785465,"1797 SL 't Horntje (Den Hoorn), Netherlands",,,,,'t Horntje,,1797 SL,Den Hoorn,,North Holland,NH,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2914,Distrito Federal,Mexico,16.5904056,-93.027994,"Distrito Federal (Distrito Federal), CHP, Mexico",,,,,Distrito Federal,,,Distrito Federal,Chiapa de Corzo,Chiapas,CHP,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2915,Bishopstown,Ireland,51.8796067,-8.5166631,"Bishopstown, Cork, M, Ireland",Bishopstown ED E,,,Bishopstown,Bishopstown,CO,T12 H744,Cork,County Cork,Munster,M,Ireland,ie,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2916,San Luis Obispo,United States,35.2827525,-120.659615,"San Luis Obispo, CA, United States of America",,,,,,,,San Luis Obispo,San Luis Obispo County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2917,Greencastle,United States,40.2625233,-92.877981,"Greencastle, MO, United States of America",,,,,,,,Greencastle,Sullivan County,Missouri,MO,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2918,Malacca,Malaysia,2.1942647,102.2486651,"Central Malacca, Malacca City, Malacca, Malaysia",Central Malacca,,,,Malacca City,,75100,Malacca City,,Malacca,,Malaysia,my,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2919,Sathorn,Thailand,13.712076,100.536607,"Sathon, Bangkok, Thailand",,,,,,,,Sathon,Yan Nawa,Bangkok,,Thailand,th,1,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2920,"Bangkhen, Bangkok",Thailand,13.8755881,100.5969277,"Bang Khen District, Bangkok, Thailand",,,,Bang Khen District,,,10220,,,Bangkok,,Thailand,th,0.5333333333333333,0.5333333333333333,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2921,"Muang District,Nakhon Ratchasima",Thailand,13.855626,100.497811,"Nonthaburi, Thailand",,,,,Nonthaburi,,,,Nonthaburi,Nonthaburi,,Thailand,th,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2922,Nagano,Japan,36.6485851,138.1947664,"Nagano, Japan",,,,,,,,Nagano,Nagano Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2923,Le Guedeniau,France,47.4957592,-0.0484679,"49150 Le Guédeniau, France",,,,,,,49150,Le Guédeniau,Maine-et-Loire,Pays de la Loire,PDL,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2924,Yung Kung,Taiwan,23.5654,119.58627,"Magong, Taiwan",,,,,,,,Magong,Penghu,Taiwan,,Taiwan,tw,0.375,0.375,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2925,Makale,Ethiopia,13.49667,39.47528,"Mek'ele, Tigray, Ethiopia",,,,,,,,Mek'ele,Debubawi Zone,Tigray,,Ethiopia,et,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2926,Mwanza,Tanzania,-2.5196915,32.9014417,"33214 Mwanza, Mwanza Region, Tanzania",,,,,Mwanza,,33214,Mwanza,Nyamagana,Mwanza Region,,Tanzania,tz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2927,Victoria,Mauritius,-20.1627643,57.49874,"Victoria, Port Louis, Mauritius",,,,Victoria,Victoria,,11307,Port Louis,,Port Louis,,Mauritius,mu,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2928,"Muang, Ubon Ratchathani",Thailand,15.7460089,105.4240541,"Ban Pak Huai Muang (Ban Pak Huai Muang), Ubon Ratchathani Province, Thailand",,,,,Ban Pak Huai Muang,,,Ban Pak Huai Muang,,Ubon Ratchathani Province,,Thailand,th,0.4,0.4,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2929,"Pak Kret, Nonthaburi",Thailand,13.9120701,100.4974327,"Pak Kret City Municipality, Nonthaburi Province 11120, Thailand",,,,,,,11120,Pak Kret City Municipality,,Nonthaburi Province,,Thailand,th,0.6666666666666667,0.6666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2930,Amersfoort,Netherlands,52.1562499,5.3896944,"Amersfoort, UT, Netherlands",,,,,,,,Amersfoort,,Utrecht,UT,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2931,Shimonoseki,Japan,33.9577116,130.9415455,"Shimonoseki, Japan",,,,,,,,Shimonoseki,Yamaguchi Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2932,Pessac-Bordeaux,France,44.805615,-0.6308396,"33600 Pessac, France",,,,,,,33600,Pessac,Gironde,Nouvelle-Aquitaine,NAQ,France,fr,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2933,Krefeld,Germany,51.3331205,6.5623343,"Krefeld, North Rhine-Westphalia, Germany",,,,,,,,Krefeld,,North Rhine-Westphalia,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2934,Thiruvalla,India,9.3867448,76.5762652,"Thiruvalla - 689111, KL, India",,,,,Thiruvalla,,689111,Thiruvalla,Thiruvalla,Kerala,KL,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2935,Kermanshah,Iran,34.3239414,47.0735891,"Kermanshah Central District, Kermanshah, Iran",Kermanshah Central District,,,,,,,Kermanshah,Kermanshah County,,,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2936,Kyambogo,Uganda,0.5,32.616667,"Kyambogo (Kyambogo), Wakiso, Uganda",,,,,Kyambogo,,,Kyambogo,,Wakiso,,Uganda,ug,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
