,original_,original_affiliation-city,original_affiliation-country,lat,lon,formatted,district,housenumber,name,street,county_code,postcode,suburb,city,county,state,state_code,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
169,3669,Mostoles,Spain,40.3238525,-3.8649214,"Móstoles, Madrid, Spain",,,,,,,,Móstoles,,Community of Madrid,,Spain,es,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
170,3670,Coquitlam,Canada,49.2842958,-122.793281,"Coquitlam, BC, Canada",,,,,,,,Coquitlam,Metro Vancouver Regional District,British Columbia,BC,Canada,ca,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
171,3671,Swarthmore,United States,39.9020565,-75.3499124,"Swarthmore (Swarthmore), PA 19081, United States of America",,,,,,19081,,Swarthmore,Delaware County,Pennsylvania,PA,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
172,3672,Baramati,India,18.1478834,74.5733979,"Baramati, MH, India",,,Baramati,,,,,Baramati,Baramati,Maharashtra,MH,India,in,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
173,3673,Jammu,India,32.7185614,74.8580917,"Jammu - 180001, JK, India",,,Jammu,,,180001,,Jammu,Jammu,Jammu and Kashmir,JK,India,in,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
174,3674,Freudpl,Austria,47.522617,14.143702,Austria,,,Austria,,,,,,,,,Austria,at,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
175,3675,Selargius,Italy,39.2569504,9.1675535,"09047 Ceraxus/Selargius, Italy",,,,,,09047,,Ceraxus/Selargius,Casteddu/Cagliari,Sardinia,,Italy,it,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
176,3676,Neunkirchen,Austria,47.7221147,16.081602,"2620 Gemeinde Neunkirchen, Austria",,,,,,2620,,Gemeinde Neunkirchen,Bezirk Neunkirchen,Lower Austria,,Austria,at,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
177,3677,Nangrahar,Afghanistan,,,,,,,,,,,,,,,,,,,,,
178,3678,Ambo,Ethiopia,8.982104,37.8554406,"Ambo, Oromia Region, Ethiopia",,,Ambo,,,,,Ambo,Ambo Zuria,Oromia Region,,Ethiopia,et,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
179,3679,Longowal,India,30.1942109,75.6798604,"Laungowal - 148106, PB, India",,,Laungowal,,,148106,,Laungowal,Sangrur Tahsil,Punjab,PB,India,in,0.7000000000000001,0.7000000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
180,3680,Amravati,India,20.9316219,77.7588455,"Amravati - 444600, MH, India",,,Amravati,,,444600,,Amravati,Amravati,Maharashtra,MH,India,in,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
181,3681,Planegg,Germany,48.103742,11.4220029,"82152 Planegg, Germany",,,,,,82152,,Planegg,Landkreis München,Bavaria,,Germany,de,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
182,3682,,Serbia,44.1534121,20.55144,Serbia,,,,,,,,,,,,Serbia,rs,1.0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
183,3683,Loudi,China,27.6995215,111.9890658,"Loudi, Hunan, China",,,,,,,,Loudi,,Hunan,,China,cn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
184,3684,Toyonaka,Japan,34.7862025,135.4737093,"Toyonaka, Osaka Prefecture, Japan",,,,,,,,Toyonaka,,Osaka Prefecture,,Japan,jp,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
185,3685,Lelystad,Netherlands,52.5150949,5.4768915,"Lelystad, FL, Netherlands",,,,,,,,Lelystad,,Flevoland,FL,Netherlands,nl,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
186,3686,Guanghan,China,30.9818013,104.2725546,"618307 Sichuan, China",,,,,,618307,,Guanghan City,,Sichuan,,China,cn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
187,3687,Zaozhuang,China,34.8108822,117.3178922,"Zaozhuang, Shandong, China",,,,,,,,Zaozhuang,,Shandong,,China,cn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
188,3688,Hoyo de Manzanares,Spain,40.6227334,-3.9072054,"Hoyo de Manzanares, Madrid, Spain",,,,,,,,Hoyo de Manzanares,,Community of Madrid,,Spain,es,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
189,3689,Beja,Tunisia,36.7236241,9.1853919,"9000 Béja, Tunisia",,,Béja,,,9000,,Béja,باجة,Béja,,Tunisia,tn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
190,3690,Rajampet,India,14.1935867,79.1585757,"Rajampet - 516100, AP, India",,,Rajampet,,,516100,,Rajampet,Rajampet,Andhra Pradesh,AP,India,in,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
191,3691,"Mirpur, Azad Kashmir",Pakistan,33.1486351,73.7482102,"Mirpur 10250, Pakistan",,,Mirpur,,,10250,,Mirpur,Mirpur District,Azad Kashmir,,Pakistan,pk,0.3333333333333333,0.3333333333333333,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
192,3692,Lousa,Portugal,40.1111532,-8.2461629,"Lousã, Portugal",,,,,,,,Lousã,Coimbra,,,Portugal,pt,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
193,3693,Moradabad,India,28.8334982,78.7732864,"Moradabad - 244001, UP, India",,,Moradabad,,,244001,,Moradabad,Moradabad,Uttar Pradesh,UP,India,in,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
194,3694,Cangzhou,China,38.3042796,116.8511597,"061000 Hebei, China",,,,,,061000,,Cangzhou,,Hebei,,China,cn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
195,3695,Gumi,South Korea,36.1195513,128.3444692,"Gumi-si, South Korea",,,,,,,,Gumi-si,North Gyeongsang,,,South Korea,kr,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
196,3696,Ilmenau,Germany,50.6867695,10.9142385,"Ilmenau, Thuringia, Germany",,,,,,,,Ilmenau,Ilm-Kreis,Thuringia,,Germany,de,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
197,3697,Mehtarlam,Afghanistan,34.6643728,70.2056991,"Mihtarlam, Laghman Province, Afghanistan",,,Mihtarlam,,,,,Mihtarlam,Mihtarlam,Laghman Province,,Afghanistan,af,0.7999999999999999,0.7999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
198,3698,Almora,India,29.601699,79.6632635,"Almora - 263600, UT, India",,,Almora,,,263600,,Almora,Almora,Uttarakhand,UT,India,in,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
199,3699,Haldi,India,21.4499931,83.7727368,"Haldi (Haldi), OR, India",,,Haldi,,,,,Haldi,Attabira,Odisha,OR,India,in,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
200,3700,Prayer City,Nigeria,9.404974,7.607418,Nigeria,,,Nigeria,,,,,,,,,Nigeria,ng,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
201,3701,Yanbu al-Bahr,Saudi Arabia,24.144244,38.06335,"Yanbu` al Bahr, Yanbu`, Medina Province, Saudi Arabia",,,Yanbu` al Bahr,,,,Yanbu` al Bahr,Yanbu`,Yanbu,Medina Province,,Saudi Arabia,sa,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
202,3702,Borujerd,Iran,33.8943281,48.7560936,"Central District, Borujerd City, Lorestan Province, Iran",Central District,,,,,,,Borujerd City,Borujerd County,Lorestan Province,,Iran,ir,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
203,3703,Qazvin,Iran,36.2804074,50.006663,"Qazvin, Qazvin Province, Iran",,,,,,,,Qazvin,Qazvin County,Qazvin Province,,Iran,ir,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
204,3704,Matagalpa,Nicaragua,12.9285563,-85.9174331,"Matagalpa, Nicaragua",,,,,,61000,,Matagalpa,,Matagalpa,MT,Nicaragua,ni,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
205,3705,Yangquan,China,37.8568575,113.5739616,"Chengqu District, Yangquan, Shanxi, China",Chengqu District,,Yangquan,,,045000,,Yangquan,,Shanxi,,China,cn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
206,3706,Jiujiang,China,29.6653828,115.9474861,"Jiujiang, Jiangxi, China",,,Jiujiang,,,,,Jiujiang,,Jiangxi,,China,cn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
207,3707,Hohhtot,China,,,,,,,,,,,,,,,,,,,,,
208,3708,Salt,Jordan,32.0390779,35.7269843,"Al Salt, Balqa, Jordan",,,Al Salt,,,,,Al Salt,Al-Salt Sub-District,Balqa,,Jordan,jo,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
209,3709,Sirohi,India,24.8858,72.8589,"Sirohi, RJ, India",,,Sirohi,,,,,Sirohi,Sirohi Tehsil,Rajasthan,RJ,India,in,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
210,3710,Xianning,China,29.8437545,114.3169418,"Xianning, Hubei, China",,,,,,,,Xianning,,Hubei,,China,cn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
211,3711,Villahermosa,Mexico,17.9884657,-92.9366326,"Villahermosa, TAB, Mexico",,,Villahermosa,,,,,Villahermosa,Centro,Tabasco,TAB,Mexico,mx,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
212,3712,Hafar al Batin,Saudi Arabia,28.4328084,45.9627527,"Hafar Al-Batin 39956, Saudi Arabia",,,Hafar Al-Batin,,,39956,,Hafar Al-Batin,Hafar Al Batin Governorate,Eastern Province,,Saudi Arabia,sa,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
213,3713,Saar,Bahrain,26.1898256,50.4941714,"Saar 575, Bahrain",,,Saar,,,575,,Saar,,Northern Governorate,,Bahrain,bh,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
214,3714,Baqubah,Iraq,33.7437267,44.6495225,"Ba'quba District, Baqubah, Diyala Governorate, Iraq",Ba'quba District,,Baqubah,,,32010,,Baqubah,,Diyala Governorate,,Iraq,iq,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
215,3715,Skikda,Algeria,36.879882,6.907485,"Skikda, Algeria",,,,,,,,Skikda,Skikda District,Skikda,,Algeria,dz,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
216,3716,Easton,United States,40.6916081,-75.2099866,"Easton, PA, United States of America",,,,,,,,Easton,Northampton County,Pennsylvania,PA,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
217,3717,Lisle,United States,41.801159,-88.0747687,"Lisle, IL, United States of America",,,,,,,,Lisle,DuPage County,Illinois,IL,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
218,3718,Marand,Iran,38.4306358,45.7741,"Marand, بخش مرکزی, دهستان دولت آباد, East Azerbaijan Province, Iran",بخش مرکزی,,Marand,,,54137-00000,,دهستان دولت آباد,Marand County,East Azerbaijan Province,,Iran,ir,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
219,3719,Qena,Egypt,26.1615051,32.7182974,"Qena, Egypt",,,Qena,,,,,Qena,,Qena,,Egypt,eg,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
220,3720,Roeselare,Belgium,50.9444948,3.124765,"8800 Roeselare, Belgium",,,,,,8800,,Roeselare,Roeselare,West Flanders,,Belgium,be,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
221,3721,Heliopolis,Egypt,30.1005985,31.3329136,"Heliopolis, Cairo, Egypt",,,Heliopolis,,,11757,Heliopolis,Cairo,,Cairo,,Egypt,eg,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
222,3722,Xianyang,China,34.3323227,108.7128495,"Xianyang, Shaanxi, China",,,,,,,,Xianyang,,Shaanxi,,China,cn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
223,3723,Anhui,China,37.4789488,78.531458,"Anhui Qingquan Community (Anhui Qingquan Community), Xinjiang, China",,,Anhui Qingquan Community,,,,,Anhui Qingquan Community,Pishan County,Xinjiang,,China,cn,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
224,3724,Monteria,Colombia,10.7368987,-74.1897807,"Monteria (Monteria), MAG, Colombia",,,Monteria,,,,,Monteria,Zona Bananera (Prado Sevilla),Magdalena,MAG,Colombia,co,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
225,3725,Malayer,Iran,34.2922623,48.8215749,"Central District, Malayer, Hamadan Province, Iran",Central District,,,,,,,Malayer,Malayer County,Hamadan Province,,Iran,ir,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
226,3726,Indang,Philippines,14.1958306,120.8784148,"Indang, 4122 Cavite, Philippines",,,,,,4122,,Indang,,Cavite,,Philippines,ph,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
227,3727,Bisha,Saudi Arabia,19.98681735,42.39359554175918,"Bisha Power Plant, Bishah, Saudi Arabia",,,Bisha Power Plant,,,,Bisha Power Plant,,Bishah,'Asir Province,,Saudi Arabia,sa,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
228,3728,Kharagpur,India,22.34309,87.3012875,"Kharagpur - 721301, WB, India",,,Kharagpur,,,721301,,Kharagpur,Kharagpur-I,West Bengal,WB,India,in,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
229,3729,Iwo,Nigeria,7.633333,4.183333,"Iwo, Osun State, Nigeria",,,,,,,,Iwo,,Osun State,,Nigeria,ng,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
230,3730,Aswan,Egypt,24.091071,32.897306,"Aswan, 81511, Egypt",,,Aswan,,,81511,,Aswan,,Aswan,,Egypt,eg,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
231,3731,Muscle Shoals,United States,34.7436791,-87.6532615,"Muscle Shoals, AL 35661, United States of America",,,,,,35661,,Muscle Shoals,Colbert County,Alabama,AL,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
232,3732,Chattahoochee Hills,United States,33.5790874,-84.7686732,"Chattahoochee Hills, GA, United States of America",,,,,,,,Chattahoochee Hills,Fulton County,Georgia,GA,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
233,3733,Ras Sedr,Egypt,29.771341,33.017285,"Ras Sedr, Sadr Al Hitan Road, Egypt",,,,"Ras Sedr, Sadr Al Hitan Road",,,,,Ras Sedr,South Sinai,,Egypt,eg,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
234,3734,Downey,United States,33.9404441,-118.1292846,"Downey, CA, United States of America",,,,,,,,Downey,Los Angeles County,California,CA,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
235,3735,Escource,France,44.1643011,-1.0335674,"40210 Escource, France",,,,,,40210,,Escource,Landes,Nouvelle-Aquitaine,NAQ,France,fr,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
236,3736,Babolsar,Iran,36.7008777,52.6481047,"Babolsar, بخش مرکزی شهرستان بابلسر, دهستان بابلرود, Mazandaran Province, Iran",بخش مرکزی شهرستان بابلسر,,Babolsar,,,47416-15778,,دهستان بابلرود,Babolsar County,Mazandaran Province,,Iran,ir,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
237,3737,Fuqing,China,32.447395,106.216295,"Fuqing, Sichuan, China",,,Fuqing,,,,,Fuqing,Wangcang County,Sichuan,,China,cn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
238,3738,Yorba Linda,United States,33.8901096,-117.8249705,"Yorba Linda, CA, United States of America",,,,,,,,Yorba Linda,Orange County,California,CA,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
239,3739,Aral,China,46.744917,90.3175015,"Aral, Xinjiang, China",,,,,,,,Aral,Qinghe County,Xinjiang,,China,cn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
240,3740,Fangchenggang,China,21.7023451,108.3590243,"Gangkou District, Fangchenggang, Guangxi, China",Gangkou District,,Fangchenggang,,,538000,,Fangchenggang,,Guangxi,,China,cn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
241,3741,Cuito,Angola,-12.3831319,16.9425484,"Cuito, Bié Province, Angola",,,Cuito,,,,,Cuito,,Bié Province,,Angola,ao,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
242,3742,"Danzhou, Hainan",China,19.185018,109.443113,"Danzhou (Danzhou), Hainan Province, China",,,Danzhou,,,,,Danzhou,Baisha Li Autonomous County,Hainan Province,,China,cn,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
243,3743,Danzhou,China,19.185018,109.443113,"Danzhou (Danzhou), Hainan Province, China",,,Danzhou,,,,,Danzhou,Baisha Li Autonomous County,Hainan Province,,China,cn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
244,3744,Samarkand,Uzbekistan,40.4305778,67.9647135,"Samarkand (Samarkand), Jizzakh Region, Uzbekistan",,,Samarkand,,,,,Samarkand,Pakhtakor District,Jizzakh Region,,Uzbekistan,uz,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
245,3745,Shiyan,China,32.6314877,110.792752,"Maojian District, Shiyan, Hubei, China",Maojian District,,Shiyan,,,442000,,Shiyan,,Hubei,,China,cn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
246,3746,Sanming,China,26.2671531,117.634008,"Sanyuan District, Sanming, Fujian, China",Sanyuan District,,Sanming,,,,,Sanming,,Fujian,,China,cn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
247,3747,Kharga,Egypt,25.4522583,30.5416007,"Al Kharja Oases, 72511, Egypt",,,Al Kharja Oases,,,72511,,Al Kharja Oases,,New Valley,,Egypt,eg,0.42525,0.42525,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
248,3748,Yanji,China,42.9047508,129.50441,"Yanji City, Yanji, Jilin, China",Yanji City,,Yanji,,,133099,,Yanji,,Jilin,,China,cn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
249,3749,Tembilahan,Indonesia,-0.3214664,103.1617498,"Tembilahan 29281, Riau, Indonesia",,,Tembilahan,,,29281,,Tembilahan,Indragiri Hilir,Riau,,Indonesia,id,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
250,3750,Fuxin,China,42.0151733,121.6452868,"Xihe District, Fuxin, Liaoning, China",Xihe District,,Fuxin,,,123000,,Fuxin,,Liaoning,,China,cn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
251,3751,Bandar Abbas,Iran,27.1793466,56.2781423,"بخش مرکزی شهرستان بندرعباس, Bandar Abbas, Hormozgan Province, Iran",بخش مرکزی شهرستان بندرعباس,,Bandar Abbas,,,,,Bandar Abbas,Bandar-e-Abbas County,Hormozgan Province,,Iran,ir,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
252,3752,Lahij,Yemen,13.0577821,44.8836135,"Al Hawtah District, Lahij, Lahij Governorate, Yemen",Al Hawtah District,,Lahij,,,,,Lahij,,Lahij Governorate,,Yemen,ye,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
253,3753,Wenshan,China,26.0438665,117.9452669,"Wenshan (Wenshan), Fujian, China",,,Wenshan,,,,,Wenshan,Youxi County,Fujian,,China,cn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
254,3754,Mosman,Australia,-33.8301355,151.2447663,"Mosman, Sydney, NSW, Australia",,,,,,2088,Mosman,Sydney,,New South Wales,NSW,Australia,au,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
255,3755,Dover,United States,39.158168,-75.5243682,"Dover, DE, United States of America",,,,,,,,Dover,Kent County,Delaware,DE,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
256,3756,Changshu,China,31.6572954,120.7480757,"215500 Jiangsu, China",,,,,,215500,,Changshu,,Jiangsu,,China,cn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
257,3757,Pompei,Italy,40.7491267,14.5006415,"80045 Pompei, Italy",,,,,,80045,,Pompei,Napoli,Campania,CAM,Italy,it,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
258,3758,Aversa,Italy,40.973212,14.204928,"81031 Aversa, Italy",,,,,CE,81031,,Aversa,Caserta,Campania,CAM,Italy,it,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
259,3759,Surampalem,India,17.1068714,82.0660019,"Surampalem (Surampalem), AP, India",,,Surampalem,,,,,Surampalem,Gandepalle,Andhra Pradesh,AP,India,in,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
260,3760,Warangal,India,17.9820644,79.5970954,"Warangal - 506002, TG, India",,,Warangal,,,506002,,Warangal,Warangal mandal,Telangana,TG,India,in,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
261,3761,Arba Minch,Ethiopia,6.0215142,37.5539809,"Arba Minch, South Ethiopia Regional State, Ethiopia",,,Arba Minch,,,,,Arba Minch,Gamo Gofa,South Ethiopia Regional State,,Ethiopia,et,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
262,3762,Mevalurkuppam,India,13.0280202,80.007207,"Kanchipuram, Mevalurkuppam, TN, India",Kanchipuram,,Mevalurkuppam,,,600124,,Mevalurkuppam,,Tamil Nadu,TN,India,in,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
263,3763,Nesodden,Norway,59.808313,10.637834488651412,"Nesodden, Norway",,,,,,,,Nesodden,Akershus,,,Norway,no,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
264,3764,Port Said,Egypt,31.263235,32.305505,"Port Said, 42531, Egypt",,,Port Said,,,42531,,Port Said,,Port Said,,Egypt,eg,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
265,3765,Tuokh,Egypt,,,,,,,,,,,,,,,,,,,,,
266,3766,Reus,Spain,41.1555564,1.1076133,"43201 Reus, Spain",,,,,T,43201,,Reus,Baix Camp,Catalonia,,Spain,es,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
267,3767,Anyang,China,36.1023552,114.33633,"Beiguan District, Anyang, Henan, China",Beiguan District,,Anyang,,,455000,,Anyang,,Henan,,China,cn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
268,3768,Fermoy,Ireland,52.129175200000006,-8.26644821979168,"Fermoy Rural, County Cork, Ireland",Fermoy Rural,,,,CO,,,,County Cork,The Municipal District of Fermoy,,Ireland,ie,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
269,3769,"Tainan, 73657",Taiwan,22.9912348,120.184982,"Tainan, Taiwan",,,,,,,,Tainan,,,,Taiwan,tw,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
270,3770,Fukaya,Japan,36.1974016,139.2816997,"Fukaya, 366-0824, Japan",,,Fukaya,,,366-0824,,Fukaya,Saitama Prefecture,,,Japan,jp,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
271,3771,Zabrze,Poland,50.3086154,18.7863749,"Zabrze, Silesian Voivodeship, Poland",,,,,,,,Zabrze,Metropolis GZM,Silesian Voivodeship,,Poland,pl,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
272,3772,Bagh,Pakistan,33.9800085,73.7737878,"Bagh District, Bagh, Azad Kashmir, Pakistan",Bagh District,,Bagh,,,,,Bagh,Poonch Division,Azad Kashmir,,Pakistan,pk,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
273,3773,Kohat,Pakistan,33.5967144,71.4399944,"Kohat, KP, Pakistan",,,Kohat,,,,,Kohat,Kohat District,Khyber Pakhtunkhwa,KP,Pakistan,pk,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
274,3774,Lakki Marwat,Pakistan,32.6056744,70.9113526,"Lakki Marwat, KP, Pakistan",,,Lakki Marwat,,,,,Lakki Marwat,Lakki Marwat District,Khyber Pakhtunkhwa,KP,Pakistan,pk,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
275,3775,Nonoichi,Japan,36.5197206,136.6098107,"Nonoichi, Japan",,,,,,,,Nonoichi,Ishikawa Prefecture,,,Japan,jp,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
276,3776,Maadi,Egypt,29.9810904,31.333897743450866,"Maadi Heights, Cairo, Egypt",,,Maadi Heights,,,,Maadi Heights,Cairo,,Cairo,,Egypt,eg,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
277,3777,Dindigul,India,10.365646,77.9693256,"Dindigul - 624001, TN, India",,,Dindigul,,,624001,,Dindigul,Dindigul,Tamil Nadu,TN,India,in,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
278,3778,Crozet,United States,38.0695816,-78.7005751,"Crozet, VA 23932, United States of America",,,Crozet,,,23932,,Crozet,Albemarle County,Virginia,VA,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
