original_,original_affiliation-city,original_affiliation-country,lat,lon,formatted,name,housenumber,street,suburb,postcode,county_code,district,state_code,city,county,state,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
2337,Reinbek,Germany,53.5098898,10.2511001,"21465 Reinbek, Germany",,,,,21465,,,SH,Reinbek,Stormarn,Schleswig-Holstein,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2338,Amphoe Muang,Thailand,12.668009,101.275464,"Thanon Lahng Amphoe, Rayong, Thailand",,,Thanon Lahng Amphoe,,,,,,Rayong,Rayong,Rayong,Thailand,th,0.2727272727272727,0.2727272727272727,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2339,Longtan,Taiwan,24.7792724,121.7433056,"Longtan (Jiaoxi Township) 26042, Taiwan",Longtan,,,,26042,,,,Jiaoxi Township,Yilan County,,Taiwan,tw,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2340,Prescot,United Kingdom,53.4275807,-2.8042467,"Knowsley (Prescot), ENG, United Kingdom",,,,,,,,ENG,Prescot,Liverpool City Region,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2341,Phrae,Thailand,18.14177,100.1425639,"Phrae, Phrae Province 54000, Thailand",Phrae,,,,54000,,,,Phrae,,Phrae Province,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2342,Duluth,United States,46.7729322,-92.1251218,"Duluth, MN, United States of America",,,,,,,,MN,Duluth,Saint Louis County,Minnesota,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2343,Mysore,India,12.3051828,76.6553609,"Mysuru - 570001, KA, India",Mysuru,,,,570001,,,KA,Mysuru,Mysuru taluk,Karnataka,India,in,0.36363636363636365,0.36363636363636365,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2344,Gelegphu,Bhutan,26.8703648,90.4855802,"Gelephu (Dzongkhag Thromde) 31101, Bhutan",Gelephu,,,,31101,,,,Dzongkhag Thromde,Gelegphu Gewog,Sarpang District,Bhutan,bt,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2345,"Ratchathewi, Bangok",Thailand,13.752647,100.560523,"Ratchathewi, Bangkok, Thailand",,,,,,,,,Ratchathewi,Huai Khwang,Bangkok,Thailand,th,0.5,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2346,St. Catharines,Canada,43.1579812,-79.2441003,"St. Catharines, ON, Canada",,,,,,,,ON,St. Catharines,Niagara Region,Ontario,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2347,Ranong,Thailand,9.964128,98.6340038,"Ranong, Ranong Province, Thailand",Ranong,,,,,,,,Ranong,,Ranong Province,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2348,Dhanbad,India,23.7952809,86.4309638,"Dhanbad - 826001, JH, India",Dhanbad,,,,826001,,,JH,Dhanbad,Dhanbad-Cum-Kenduadih-Cum-Jagata,Jharkhand,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2349,Stord,Norway,59.82502055,5.488370639966453,"Stord, Norway",,,,,,,,,Stord,Vestland,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2350,Sassari,Italy,40.7232643,8.5610074,"07100 Sassari, Italy",,,,,07100,SS,,,Sassari,Sassari,Sardinia,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2351,Dong Nai Province,Viet Nam,11.57981,107.36518,"Dong Nai, Lam Dong, Vietnam",,,,,,,,,Dong Nai,Cat Tien,Lam Dong,Vietnam,vn,0.9,0.9,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2352,Haa,Bhutan,27.3596658,89.2357556,"Haa District, Bhutan",,,,,,,,,,,Haa District,Bhutan,bt,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2353,Karlstad,Sweden,59.3809146,13.5027631,"652 24 Karlstad, Sweden",Karlstad,,,,652 24,,,,Karlstad,Värmland County,,Sweden,se,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2354,Kamphaeng Phet,Thailand,7.1342991,100.2921852,"Kamphaeng Phet, Songkhla Province, Thailand",Kamphaeng Phet,,,,,,,,Kamphaeng Phet,,Songkhla Province,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2355,Badulla,Sri Lanka,6.9900353,81.0570315,"Badulla 90000, Sri Lanka",Badulla,,,,90000,,,,Badulla,Badulla District,Uva Province,Sri Lanka,lk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2356,Pontianak,Indonesia,-0.0226903,109.3447488,"Pontianak, West Kalimantan, Indonesia",,,,,,,,,Pontianak,,West Kalimantan,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2357,Palisades,United States,35.061721,-101.802408,"Palisades, TX, United States of America",,,,,,,,TX,Palisades,Randall County,Texas,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2358,South Hadley,United States,42.2591392,-72.5751341,"South Hadley, MA 01075, United States of America",,,,,01075,,,MA,South Hadley,Hampshire County,Massachusetts,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2359,Cranfield,United Kingdom,52.0690205,-0.6079317,"Cranfield, ENG, United Kingdom",,,,,,CBF,,ENG,Cranfield,Central Bedfordshire,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2360,Corner Brook,Canada,48.95317,-57.947388,"Corner Brook, NL, Canada",,,,,,,,NL,Corner Brook,Newfoundland,Newfoundland and Labrador,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2361,Iwate District,Japan,39.977383,141.220184,"Iwate, Iwate Prefecture, Japan",,,,,,,,,Iwate,Iwate,Iwate Prefecture,Japan,jp,0.5,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2362,Kuala Terengganu,Malaysia,5.3296461,103.1383265,"20300 Kuala Terengganu, Terengganu, Malaysia",Kuala Terengganu,,,,20300,,,,Kuala Terengganu,Kuala Terengganu,Terengganu,Malaysia,my,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2363,Lokoja,Nigeria,7.802355,6.7430327,"Lokoja 260101, Kogi State, Nigeria",,,,,260101,,,,Lokoja,,Kogi State,Nigeria,ng,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2364,Crete,Italy,40.9778819,14.9355369,"83038 Crete (Lapio), Italy",Crete,,,,83038,AV,,CAM,Lapio,Avellino,Campania,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2365,Lugano,Switzerland,46.0050102,8.9520281,"Lugano, TI, Switzerland",,,,,,,,TI,Lugano,Distretto di Lugano,Ticino,Switzerland,ch,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2366,Spartanburg,United States,34.9498007,-81.9320157,"Spartanburg, SC, United States of America",,,,,,,,SC,Spartanburg,Spartanburg County,South Carolina,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2367,Ede,Nigeria,7.733333,4.433333,"Ede (Ede) 232121, Osun State, Nigeria",Ede,,,,232121,,,,Ede,Ede North,Osun State,Nigeria,ng,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2368,Ciudad Valles,Mexico,21.9916551,-99.0102967,"79000 Ciudad Valles, SLP, Mexico",Ciudad Valles,,,,79000,,,SLP,Ciudad Valles,Ciudad Valles,San Luis Potosí,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2369,Kota,India,25.1737019,75.8574194,"Kota - 324001, RJ, India",Kota,,,,324001,,,RJ,Kota,Ladpura Tehsil,Rajasthan,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2370,Bhilai,India,21.2120677,81.3732849,"Bhilai - 490023, CT, India",Bhilai,,,,490023,,,CT,Bhilai,Durg Tahsil,Chhattisgarh,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2371,Ongkharak,Thailand,14.1216261,101.0014337,"Ongkharak, Nakhon Nayok Province 26120, Thailand",Ongkharak,,,,26120,,,,Ongkharak,,Nakhon Nayok Province,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2372,Samut Songkram,Thailand,13.3576862,99.9619685,"Samut Songkhram Province, Thailand",,,,,,,,,,,Samut Songkhram Province,Thailand,th,0.45,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2373,Goroka,Papua New Guinea,-6.0730028,145.3932891,"Goroka, EHG, Papua New Guinea",Goroka,,,,,,,EHG,Goroka,Goroka District,Eastern Highlands,Papua New Guinea,pg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2374,Ward,Viet Nam,10.5999474,107.02530525175435,"Saigon International Terminals Vietnam, Phú Mỹ Town, Bà Rịa - Vũng Tàu Province, Vietnam",Saigon International Terminals Vietnam,,,Saigon International Terminals Vietnam,,,Phu My Ward,,Phú Mỹ Town,,Bà Rịa - Vũng Tàu Province,Vietnam,vn,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2375,Miao-li,China,43.69993,127.76652,"Miao Ling, Jilin, China",Miao Ling,,,,,,,,,Jilin,Jilin,China,cn,1,1,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2376,Borne,Bhutan,27.537707,90.051377,Bhutan,Bhutan,,,,,,,,,,,Bhutan,bt,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2377,,Cambodia,12.5433216,104.8144914,Cambodia,,,,,,,,,,,,Cambodia,kh,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2378,Ariel,Israel,30.67943,35.267825124180916,"ARIEL, Arava Tichona Regional Council, Beersheba Subdistrict, Israel",ARIEL,,,,,,,,Arava Tichona Regional Council,Beersheba Subdistrict,South District,Israel,il,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2379,Gabes,Tunisia,33.8878082,10.10044,"6001 Gabes, Tunisia",Gabes,,,,6001,,,,Gabes,المنطقة الرابعة,Gabès,Tunisia,tn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2380,La Rochelle,France,46.1591126,-1.1520434,"17000 La Rochelle, France",,,,,17000,,,NAQ,La Rochelle,Charente-Maritime,Nouvelle-Aquitaine,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2381,Iquitos,Peru,-3.749365,-73.2444145,"Iquitos, LOR, Peru",,,,,,,,LOR,Iquitos,,Loreto,Peru,pe,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2382,Tarrytown,United States,41.0762077,-73.8587461,"Tarrytown, NY 10591, United States of America",,,,,10591,,,NY,Tarrytown,Westchester County,New York,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2383,Edirne,Turkey,41.6759327,26.5587225,"22020 Edirne, Turkey",Edirne,,,,22020,,,,Edirne,Edirne Merkez,Marmara Region,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2384,Sverdlovsk,Russian Federation,56.839104,60.60825,"Yekaterinburg, Sverdlovsk Oblast, Russia",Yekaterinburg,,,,,,,,Yekaterinburg,Yekaterinburg Municipality,Sverdlovsk Oblast,Russia,ru,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2385,Batumi,Georgia,41.6509502,41.6360085,"Batumi, Autonomous Republic of Adjara, Georgia",,,,,,,,,Batumi,,Autonomous Republic of Adjara,Georgia,ge,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2386,Arkhangelsk,Russian Federation,64.543022,40.537121,"Arkhangelsk, Arkhangelsk Oblast, Russia",Arkhangelsk,,,,,,,,Arkhangelsk,Arkhangelsk Urban Okrug,Arkhangelsk Oblast,Russia,ru,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2387,Aviano,Italy,46.0685438,12.5891138,"33081 Aviano, Italy",,,,,33081,PN,,,Aviano,Pordenone,Friuli-Venezia Giulia,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2388,Reggio Calabria,Italy,38.1035389,15.6397556,"Reggio Calabria, CAL, Italy",,,,,,RC,,CAL,Reggio Calabria,Reggio Calabria,Calabria,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2389,Stade,Germany,53.599794,9.475438,"Stade, Lower Saxony, Germany",,,,,,,,,Stade,Stade,Lower Saxony,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2390,Huaibei,China,33.9566098,116.7928916,"Huaibei, Anhui, China",,,,,,,,,Huaibei,,Anhui,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2391,Zahedan,Iran,29.4928874,60.8503017,"بخش مرکزی, Zahedan, Sistan and Baluchestan Province, Iran",,,,,,,بخش مرکزی,,Zahedan,Zahedan County,Sistan and Baluchestan Province,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2392,Jhelum,Pakistan,32.9247256,73.719388,"Jhelum 49600, Pakistan",Jhelum,,,,49600,,,PB,Jhelum,Jhelum District,Punjab,Pakistan,pk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2393,Monash,Australia,-34.2376497,140.5575459,"Monash SA 5342, Australia",,,,,5342,,,SA,Monash,The Berri Barmera Council,South Australia,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2394,Nara,Japan,34.6845445,135.8048359,"Nara, Japan",,,,,,,,,Nara,Nara Prefecture,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2395,Kunshan,China,31.3869323,120.9764683,"Kunshan, Jiangsu, China",,,,,,,,,Kunshan,,Jiangsu,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2396,Gradignan,France,44.7739701,-0.613907,"33170 Gradignan, France",,,,,33170,,,NAQ,Gradignan,Gironde,Nouvelle-Aquitaine,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2397,Hampton,United States,37.0300969,-76.3452057,"Hampton, VA, United States of America",,,,,,,,VA,Hampton,,Virginia,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2398,Hull,United Kingdom,53.7435722,-0.3394758,"Hull, HU1 3RJ, United Kingdom",Hull,,,,HU1 3RJ,KHL,,ENG,Hull,Kingston upon Hull,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2399,Tiruchengode,India,11.3786608,77.8949223,"Tiruchengodu - 637200, TN, India",Tiruchengodu,,,,637200,,,TN,Tiruchengodu,Tiruchengode,Tamil Nadu,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2400,Vellakulam,India,10.5017225,79.5951673,"Vellakulam (Vellakulam) - 614706, TN, India",Vellakulam,,,,614706,,,TN,Vellakulam,Thiruthuraipoondi,Tamil Nadu,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2401,Ismalia,Egypt,30.1852137,31.6252683,"Sherouk 2 ismalia (Sherouk 2 ismalia), 11837, Egypt",Sherouk 2 ismalia,,,,11837,,,,Sherouk 2 ismalia,,Cairo,Egypt,eg,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2402,Pushchino,Russian Federation,54.8347213,37.6139685,"Pushchino, Moscow Oblast, Russia",Pushchino,,,,,,,,Pushchino,городской округ Серпухов,Moscow Oblast,Russia,ru,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2403,Mishima,Japan,35.147361,138.948903,"Mishima, Japan",,,,,,,,,Mishima,Shizuoka Prefecture,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2404,Manassas,United States,38.7509488,-77.4752667,"Manassas, VA, United States of America",,,,,,,,VA,Manassas,,Virginia,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2405,Krishnankoil,India,9.5668016,77.6896369,"Krishnankoil (Krishnankoil) - 626126, TN, India",Krishnankoil,,,,626126,,,TN,Krishnankoil,Srivilliputhur,Tamil Nadu,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2406,Le Chesnay,France,48.8264842,2.1257808,"Le Chesnay, Le Chesnay-Rocquencourt, IDF, France",,,,Le Chesnay,78150,,,IDF,Le Chesnay-Rocquencourt,Yvelines,Ile-de-France,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2407,50 Grand Junction,United States,31.2763286,-89.4639045,"50 Grand Junction, Lamar County, MS 39402, United States of America",,50,Grand Junction,,39402,,,MS,,Lamar County,Mississippi,United States,us,0.14285714285714285,0.14285714285714285,,,
2408,Elverum,Norway,60.97280245,11.734442073482581,"Elverum, Norway",,,,,,,,,Elverum,Innlandet,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2409,Noakhali,Bangladesh,22.8741068,91.0967316,"Noakhali, Chattogram Division, Bangladesh",Noakhali,,,,,,,,Noakhali,Noakhali Sadar Upazila,Chattogram Division,Bangladesh,bd,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2410,Astana,Kazakhstan,51.1282205,71.4306682,"Astana, Kazakhstan",,,,,,,,,Astana,,,Kazakhstan,kz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2411,Bangpa-In Ayutthaya,Thailand,14.1972659,100.5872980162481,"Bangpa-In Cogeneration Power Plant, Khlong Chik Subdistrict, Phra Nakhon Si Ayutthaya Province, Thailand",Bangpa-In Cogeneration Power Plant,,,Bangpa-In Cogeneration Power Plant,13160,,,,Khlong Chik Subdistrict,Bang Pa-in District,Phra Nakhon Si Ayutthaya Province,Thailand,th,0.4666666666666667,0.4666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2412,Sahiwal,Pakistan,30.6715098,73.1110572,"Sahiwal District, Sahiwal, PB, Pakistan",Sahiwal,,,,,,Sahiwal District,PB,Sahiwal,Sahiwal Division,Punjab,Pakistan,pk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2413,Haripur,Pakistan,33.9944889,72.9331737,"Haripur 22620, Pakistan",Haripur,,,,22620,,,KP,Haripur,Haripur District,Khyber Pakhtunkhwa,Pakistan,pk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2414,York,United States,39.9624588,-76.7277218,"York, PA 17401, United States of America",,,,,17401,,,PA,York,York County,Pennsylvania,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2415,Patiala,India,30.3295605,76.4127819,"Patiala, PB, India",Patiala,,,,,,,PB,Patiala,Patiala Tahsil,Punjab,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2416,Hail,Saudi Arabia,27.5208716,41.6985992,"Ha'il 55421, Saudi Arabia",Ha'il,,,,55421,,,,Ha'il,Hail,Ḥa'il Province,Saudi Arabia,sa,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2417,Ghaziabad,India,28.6711527,77.4120356,"Ghaziabad, UP, India",,,,,,,,UP,Ghaziabad,Ghaziabad District,Uttar Pradesh,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2418,Muak Lek,Thailand,14.6493456,101.2010612,"Muak Lek, Saraburi Province 18180, Thailand",Muak Lek,,,,18180,,,,Muak Lek,,Saraburi Province,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2419,Phagwara,India,31.2206734,75.7696463,"Phagwara - 144400, PB, India",Phagwara,,,,144400,,,PB,Phagwara,Phagwara Tahsil,Punjab,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2420,Monastir,Tunisia,35.7707582,10.8280511,"5000 Monastir, Tunisia",Monastir,,,,5000,,,,Monastir,Al Madina,Monastir,Tunisia,tn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2421,Samara,Russian Federation,53.198627,50.113987,"Samara, Samara Oblast, Russia, 443028",Samara,,,,443028,,,,Samara,Samara,Samara Oblast,Russia,ru,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2422,Manggar,Indonesia,-6.6412088,111.5258182,"Manggar (Manggar), Central Java, Indonesia",Manggar,,,,,,,,Manggar,Rembang,Central Java,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2423,Sonipat,India,28.9953758,77.0233627,"Sonipat - 131001, HR, India",Sonipat,,,,131001,,,HR,Sonipat,Sonipat,Haryana,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2424,Entebbe,Uganda,2.700359,33.6490117,"Entebbe (Entebbe), Abim, Uganda",Entebbe,,,,,,,,Entebbe,Labwor,Abim,Uganda,ug,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2425,Palu,Indonesia,-0.8957793,119.8679974,"Palu 94222, Central Sulawesi, Indonesia",Palu,,,,94222,,,,Palu,,Central Sulawesi,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2426,Bangrak,Thailand,13.72718465,100.51412114802054,"Bangrak Riverview, Bang Rak District, Bangkok 10500, Thailand",Bangrak Riverview,,,Bang Rak District,10500,,,,Bangkok,,Bangkok,Thailand,th,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2427,Jodhpur,India,26.2967719,73.0351433,"Jodhpur, RJ, India",Jodhpur,,,,,,,RJ,Jodhpur,Jodhpur Tehsil,Rajasthan,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2428,Mandi,India,31.7084496,76.9293782,"Mandi - 175001, HP, India",Mandi,,,,175001,,,HP,Mandi,Mandi,Himachal Pradesh,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2429,Sa Pa,Viet Nam,22.3359246,103.8426749,"Sa Pa Ward, Lào Cai Province, Vietnam",,,,,,,,,Sa Pa Ward,Sa Pa,Lào Cai Province,Vietnam,vn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2430,Khlong Nueng,Thailand,14.0702727,100.2722944,"Khlong Nueng, Sai Yai Subdistrict, Nonthaburi Province 11150, Thailand",Khlong Nueng,,,,11150,,,,Sai Yai Subdistrict,Sai Yai Subdistrict Administrative Organization,Nonthaburi Province,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2431,Bastia,France,42.6993979,9.4509187,"Bastia, COR, France",,,,,,,,COR,Bastia,Haute-Corse,Corsica,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2432,Leogane,Haiti,18.5111126,-72.6334255,"Léogâne, West, Haiti",Léogâne,,,,,,,,Léogâne,Arrondissement de Léogâne,West,Haiti,ht,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2433,Sarawak,Malaysia,1.0657704,110.687272,"Kampung Antayan Sarawak (Kampung Antayan Sarawak), Sarawak, Malaysia",Kampung Antayan Sarawak,,,,,,,,Kampung Antayan Sarawak,Serian,Sarawak,Malaysia,my,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2434,L eogâne,Haiti,19.761212,-72.203234,"Rue L, le Cap-Haïtien, Haiti",,,Rue L,,,,,ND,,le Cap-Haïtien,Nord,Haiti,ht,0.14285714285714285,0.14285714285714285,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2435,Sovenga,South Africa,-31.3096,18.357,"Matzikama (South Africa), WC, South Africa",,,,,,,Matzikama,WC,South Africa,West Coast,Western Cape,South Africa,za,0.14285714285714285,0.14285714285714285,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2436,Georgetown,Malaysia,5.407652,100.308282,"George Town, Penang, Malaysia",,,,,,,,,George Town,Timur Laut,Penang,Malaysia,my,1,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2437,Sohag,Egypt,26.55695,31.69478,"Al Kabsh, 82629, Egypt",,,,,82629,,,,Al Kabsh,Awel Sohag,Sohag,Egypt,eg,0.9,0.9,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2438,Pennington,United States,32.2070888,-88.0561287,"Pennington, AL 36916, United States of America",,,,,36916,,,AL,Pennington,Choctaw County,Alabama,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2439,Victoria,Australia,-21.2309116,148.9741517,"Victoria, Mackay Regional, QLD, Australia",Victoria,,,Victoria,,,Victoria Plains,QLD,Mackay Regional,,Queensland,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2440,Hausham,Germany,47.7507322,11.8394101,"83734 Hausham, Germany",,,,,83734,,,,Hausham,Landkreis Miesbach,Bavaria,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2441,Torres Vedras,Portugal,39.0930856,-9.260741,"Torres Vedras, Portugal",,,,,,,,,Torres Vedras,Lisbon,,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2442,"My Tho city, Tien Giang",Viet Nam,10.36004,106.35996,"Mỹ Tho, Tien Giang, Vietnam",,,,,,,,,Mỹ Tho,My Tho,Tien Giang,Vietnam,vn,0.4,0.4,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2443,Ahvaz,Iran,31.3230637,48.67932,"بخش مرکزی, Ahwaz, Khuzestan Province, Iran",,,,,,,بخش مرکزی,,Ahwaz,Ahvaz County,Khuzestan Province,Iran,ir,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2444,Nakorn-Ratchasima,Thailand,14.966689,102.088099,"Nakhon Ratchasima, Thailand",,,,,,,,,Nakhon Ratchasima,Nakhon Ratchasima,Nakhon Ratchasima,Thailand,th,0.6666666666666666,0.6666666666666666,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2445,Lleida,Spain,41.6147605,0.6267842,"Lleida, Catalonia, Spain",,,,,,,,,Lleida,Segrià,Catalonia,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
