original_,original_affiliation-city,original_affiliation-country,lat,lon,formatted,district,housenumber,street,suburb,name,county,county_code,postcode,state_code,city,state,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
849,Antony,France,48.753554,2.2959423,"92160 Antony, France",,,,,,Hauts-de-Seine,,92160,IDF,Antony,Ile-de-France,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
850,Terni,Italy,42.5641417,12.6405466,"05100 Terni, Italy",,,,,,Terni,TR,05100,UMB,Terni,Umbria,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
851,San Pedro Garza Garcia,Mexico,25.6651753,-100.4018251,"67286 San Pedro Garza García, NLE, Mexico",,,,,San Pedro Garza García,San Pedro Garza García,,67286,NLE,San Pedro Garza García,Nuevo León,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
852,Rostock,Germany,54.0886707,12.1400211,"Rostock, MV, Germany",,,,,,,,,MV,Rostock,Mecklenburg-Vorpommern,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
853,Olomouc,Czech Republic,49.5940567,17.251143,"Olomouc, Central Moravia, Czechia",,,,,,Olomouc Region,,,,Olomouc,Central Moravia,Czechia,cz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
854,,Germany,51.1638175,10.4478313,Germany,,,,,,,,,,,,Germany,de,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
855,Hermagor,Austria,46.6268076,13.3702382,"9620 Hermagor (Hermagor-Pressegger See), Austria",,,,,Hermagor,Bezirk Hermagor,,9620,,Hermagor-Pressegger See,Carinthia,Austria,at,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
856,Bad Oeynhausen,Germany,52.2014399,8.7981244,"Bad Oeynhausen, North Rhine-Westphalia, Germany",,,,,,Kreis Minden-Lübbecke,,,,Bad Oeynhausen,North Rhine-Westphalia,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
857,Porrentruy,Switzerland,47.4171297,7.0761342,"Porrentruy, JU, Switzerland",,,,,,District de Porrentruy,,,JU,Porrentruy,Jura,Switzerland,ch,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
858,Chigasaki,Japan,35.329479,139.405371,"Chigasaki, Japan",,,,,,Kanagawa Prefecture,,,,Chigasaki,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
859,Mansoura,Egypt,28.075892099999997,30.750367351843558,"Kafr Al Mansoura (Kafr Al Mansoura), 61513, Egypt",,,,,Kafr Al Mansoura,,,61513,,Kafr Al Mansoura,Al Minya,Egypt,eg,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
860,Dalian,China,38.9181714,121.6282945,"Zhongshan, Dalian, Liaoning, China",Zhongshan,,,,Dalian,,,116001,,Dalian,Liaoning,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
861,Wakayama,Japan,34.2345797,135.178303,"Wakayama, 640-8511, Japan",,,,,,Wakayama Prefecture,,640-8511,,Wakayama,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
862,Niteroi,Brazil,-22.8884,-43.1147,"Niterói, RJ, Brazil",,,,,,Região Metropolitana do Rio de Janeiro,,,RJ,Niterói,Rio de Janeiro,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
863,Changzhou,China,31.8122623,119.9691539,"213000 Jiangsu, China",,,,,,,,213000,,Changzhou,Jiangsu,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
864,San Juan,Puerto Rico,18.465299,-66.116666,"San Juan, PR, United States of America",,,,,,,,,PR,San Juan,Puerto Rico,United States,us,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
865,Jacksonville,United States,30.3321838,-81.655651,"Jacksonville, FL, United States of America",,,,,,Duval County,,,FL,Jacksonville,Florida,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
866,Mountain View,United States,37.3893889,-122.0832101,"Mountain View, CA, United States of America",,,,,,Santa Clara County,,,CA,Mountain View,California,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
867,Zlin,Czech Republic,49.226766,17.6667415,"Zlín, Central Moravia, Czechia",,,,,,Zlínský kraj,,,,Zlín,Central Moravia,Czechia,cz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
868,"Yangon, Myanmar",Myanmar,16.774104,96.167159,"Yangon, Myanmar",,,,,,Yangon West,,,,Yangon,Yangon,Myanmar,mm,0.5,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
869,Anchorage,United States,61.2163129,-149.894852,"Anchorage, AK 99501, United States of America",,,,,Anchorage,Anchorage,,99501,AK,Anchorage,Alaska,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
870,Framingham,United States,42.2773177,-71.4165905,"Framingham, MA, United States of America",,,,,,Middlesex County,,,MA,Framingham,Massachusetts,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
871,Nakhon si Thammarat,Thailand,8.4327951,99.9627967,"Nakhon Si Thammarat, Nakhon Si Thammarat Province, Thailand",,,,,Nakhon Si Thammarat,,,,,Nakhon Si Thammarat,Nakhon Si Thammarat Province,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
872,Shijiazhuang,China,38.0429742,114.5088385,"Shijiazhuang, Hebei, China",,,,,,,,,,Shijiazhuang,Hebei,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
873,Lille,France,50.6365654,3.0635282,"Lille, HDF, France",,,,,,Nord,,,HDF,Lille,Hauts-de-France,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
874,Jamshoro,Pakistan,25.4297172,68.2817288,"Jamshoro 76062, Pakistan",,,,,Jamshoro,Jamshoro District,,76062,SD,Jamshoro,Sindh,Pakistan,pk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
875,Roi Et,Thailand,16.0568089,103.6514286,"Roi Et, Roi Et Province 45000, Thailand",,,,,Roi Et,,,45000,,Roi Et,Roi Et Province,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
876,Tando Adam,Pakistan,25.7620954,68.6578079,"Tando Adam, SD, Pakistan",,,,,Tando Adam,Sanghar District,,,SD,Tando Adam,Sindh,Pakistan,pk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
877,Miki-cho,Japan,34.268846,134.1345055,"Miki, Japan",,,,,,Kita County,,,,Miki,,Japan,jp,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
878,Fuchu,Japan,35.6611119,139.4734451,"Fuchu, Japan",,,,,,,,,,Fuchu,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
879,Dusseldorf,Germany,51.2254018,6.7763137,"Dusseldorf, North Rhine-Westphalia, Germany",,,,,,,,,,Dusseldorf,North Rhine-Westphalia,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
880,Sfax,Tunisia,34.7394361,10.7604024,"3000 Sfax, Tunisia",,,,,Sfax,المدينة,,3000,,Sfax,Sfax,Tunisia,tn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
881,Braga,Portugal,41.5510583,-8.4280045,"Braga, Portugal",,,,,,Braga,,,,Braga,,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
882,Jinju,South Korea,35.1803459,128.1079953,"Jinju-si, South Korea",,,,,,South Gyeongsang,,,,Jinju-si,,South Korea,kr,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
883,Halmstad,Sweden,56.6739826,12.8574827,"302 46 Halmstad, Sweden",,,,,Halmstad,Halland County,,302 46,,Halmstad,,Sweden,se,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
884,Vasteras,Sweden,59.6110992,16.5463679,"721 01 Västerås, Sweden",,,,,Västerås,Västmanland County,,721 01,,Västerås,,Sweden,se,0.675,0.675,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
885,Maebashi,Japan,36.3893418,139.0632826,"Maebashi, Japan",,,,,,Gunma Prefecture,,,,Maebashi,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
886,Viterbo,Italy,42.4168441,12.1051148,"Viterbo, LAZ, Italy",,,,,,Viterbo,VT,,LAZ,Viterbo,Lazio,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
887,Toyama,Japan,36.6957569,137.2136215,"Toyama, Japan",,,,,,Toyama Prefecture,,,,Toyama,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
888,Woolloongabba,Australia,-27.492784999999998,153.0383019945906,"Woolloongabba, Brisbane City, QLD, Australia",Woolloongabba,,,,,,,4102,QLD,Brisbane City,Queensland,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
889,Kahoku,Japan,36.779291,136.63295181848304,"Kahoku, Japan",,,,,,Ishikawa Prefecture,,,,Kahoku,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
890,Ibaraki,Japan,34.834009,135.5539509,"Ibaraki, Osaka Prefecture, Japan",,,,,,,,,,Ibaraki,Osaka Prefecture,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
891,Nakorn Ratchasima,Thailand,13.871547,100.514557,"Soi Nakorn Karnsuksa 6/1/1, Mueang Nonthaburi, Nonthaburi, Thailand",,,Soi Nakorn Karnsuksa 6/1/1,,,Nonthaburi,,,,Mueang Nonthaburi,Nonthaburi,Thailand,th,0.375,0.375,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
892,Denver,United States,39.7392364,-104.984862,"Denver, CO, United States of America",,,,,,,,,CO,Denver,Colorado,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
893,Haifa,Israel,32.8191218,34.9983856,"Haifa, Haifa District, Israel",,,,,,Haifa Subdistrict,,,,Haifa,Haifa District,Israel,il,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
894,Warszawa,Poland,52.2319581,21.0067249,"Warsaw, Masovian Voivodeship, Poland",,,,,,,,,,Warsaw,Masovian Voivodeship,Poland,pl,0.675,0.675,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
895,Rzeszow,Poland,50.0374531,22.0047174,"Rzeszów, Subcarpathian Voivodeship, Poland",,,,,,,,,,Rzeszów,Subcarpathian Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
896,Malang,Indonesia,-7.9771206,112.6340291,"Malang, East Java, Indonesia",,,,,,Kota Malang,,,,Malang,East Java,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
897,Cali,Colombia,3.4519238,-76.5328732,"Cali, VAC, Colombia",,,,,,Sur,,,VAC,Cali,Valle del Cauca,Colombia,co,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
898,Szeged,Hungary,46.2546312,20.1486016,"Szeged, South Great Plain, Hungary",,,,,,Csongrád-Csanád,,,,Szeged,South Great Plain,Hungary,hu,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
899,Magdeburg,Germany,52.1315889,11.6399609,"Magdeburg, Saxony-Anhalt, Germany",,,,,,,,,,Magdeburg,Saxony-Anhalt,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
900,Alcorcon,Spain,40.3492998,-3.8284295,"Alcorcón, Madrid, Spain",,,,,,,,,,Alcorcón,Community of Madrid,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
901,Edegem,Belgium,51.1548066,4.4458312,"2650 Edegem, Belgium",,,,,,Antwerp,,2650,,Edegem,Antwerp,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
902,Ciudad de México,Mexico,19.3997047,-99.1248161,"Pozoleria ""La Troje"", Calle Plan de Ayala Iztacalco, Iztacalco, 08210 Mexico City, Mexico",Colonia Nueva Santa Anita,Iztacalco,Calle Plan de Ayala,Iztacalco,"Pozoleria ""La Troje""",,,08210,,Mexico City,,Mexico,mx,0.3333333333333333,0.3333333333333333,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
903,Harrogate,United Kingdom,53.9921491,-1.5391039,"Harrogate, HG1 1RD, United Kingdom",,,,,Harrogate,North Yorkshire,NYK,HG1 1RD,ENG,Harrogate,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
904,Caracas,Venezuela,10.5060934,-66.9146008,"Caracas, Capital District, Venezuela",,,,,,Municipio Libertador,,,,Caracas,Capital District,Venezuela,ve,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
905,Casablanca,Morocco,33.5945144,-7.6200284,"Casablanca, Casablanca-Settat, Morocco",,,,,,Pachalik de Casablanca,,,,Casablanca,Casablanca-Settat,Morocco,ma,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
906,Yogyakarta,Indonesia,-7.8011945,110.364917,"Yogyakarta, Special Region of Yogyakarta, Indonesia",,,,,,,,,,Yogyakarta,Special Region of Yogyakarta,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
907,Coventry,United Kingdom,52.4081812,-1.510477,"Coventry, ENG, United Kingdom",,,,,,West Midlands Combined Authority,,,ENG,Coventry,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
908,Saclay,France,48.7305162,2.172576,"91400 Saclay, France",,,,,,Essonne,,91400,IDF,Saclay,Ile-de-France,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
909,Harbin,China,45.7593633,126.6276177,"Harbin, Heilongjiang, China",,,,,,,,,,Harbin,Heilongjiang,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
910,Suwon,South Korea,37.2633325,127.0287472,"Suwon-si, South Korea",,,,,,Gyeonggi,,,,Suwon-si,,South Korea,kr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
911,Wollongong,Australia,-34.4278083,150.893054,"Wollongong, Wollongong City Council, NSW, Australia",,,,Wollongong,,,,2500,NSW,Wollongong City Council,New South Wales,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
912,Grand Junction,United States,39.0672568,-108.56448,"Grand Junction, CO, United States of America",,,,,,Mesa County,,,CO,Grand Junction,Colorado,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
913,Indianapolis,United States,39.7683331,-86.1583502,"Indianapolis, IN, United States of America",,,,,,Marion County,,,IN,Indianapolis,Indiana,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
914,Patna,India,25.6093239,85.1235252,"Patna - 800001, BR, India",,,,,Patna,Patna Rural,,800001,BR,Patna,Bihar,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
915,Roorkee,India,29.8693496,77.8902124,"Roorkee - 247667, UT, India",,,,,Roorkee,Roorkee,,247667,UT,Roorkee,Uttarakhand,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
916,Checheng,Taiwan,22.0739455,120.714193,"Checheng 944, Taiwan",,,,,,Pingtung County,,944,,Checheng,,Taiwan,tw,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
917,Shoufeng,Taiwan,23.8706675,121.508943,"Shoufeng 974, Taiwan",,,,,,Hualien County,,974,,Shoufeng,,Taiwan,tw,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
918,"Pakchong, Nakorn Ratchasima",Thailand,15.512883,101.301707,Thailand,,,,,Thailand,,,,,,,Thailand,th,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
919,Kon Kaen,Thailand,15.512883,101.301707,Thailand,,,,,Thailand,,,,,,,Thailand,th,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
920,Kongsberg,Norway,59.594550049999995,9.670860075643745,"Kongsberg, Norway",,,,,,Buskerud,,,,Kongsberg,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
921,Pullman,United States,46.7304268,-117.173895,"Pullman, WA, United States of America",,,,,,Whitman County,,,WA,Pullman,Washington,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
922,Byurakan,Armenia,40.3387135,44.2688648,"Byurakan (Byurakan), Aragatsotn Province, Armenia",,,,,Byurakan,Ashtarak community,,,,Byurakan,Aragatsotn Province,Armenia,am,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
923,Gangneung,South Korea,37.7525313,128.8759523,"Gangneung-si, South Korea",,,,,,Gangwon State,,,,Gangneung-si,,South Korea,kr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
924,Daito,Japan,34.710679,135.635478,"Daito, Osaka Prefecture, Japan",,,,,,,,,,Daito,Osaka Prefecture,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
925,Sagamihara,Japan,35.56559,139.236215,"Sagamihara, Japan",,,,,,Kanagawa Prefecture,,,,Sagamihara,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
926,Kanpur,India,26.4609135,80.3217588,"Kanpur, UP, India",,,,,,Kanpur Nagar District,,,UP,Kanpur,Uttar Pradesh,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
927,Nisshin,Japan,35.139303,137.053708,"Nisshin, Japan",,,,,,Aichi Prefecture,,,,Nisshin,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
928,Lemont,United States,41.6737149,-88.0016263,"Lemont, IL 60439, United States of America",,,,,,Cook County,,60439,IL,Lemont,Illinois,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
929,Palaiseau,France,48.7144587,2.2453842,"91120 Palaiseau, France",,,,,,Essonne,,91120,IDF,Palaiseau,Ile-de-France,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
930,Waigani,Papua New Guinea,-6.0569113,144.9505906,"Waigani, Kel, Simbu, Papua New Guinea",,,,,Waigani,Kundiawa District,,,,Kel,Simbu,Papua New Guinea,pg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
931,Lilongwe,Malawi,-13.9875107,33.768144,"Lilongwe, Malawi",,,,,Lilongwe,,,,,Lilongwe,Lilongwe,Malawi,mw,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
932,Navi Mumbai,India,19.0308262,73.0198537,"Navi Mumbai, MH, India",,,,,,Thane,,,MH,Navi Mumbai,Maharashtra,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
933,Inglewood,United States,33.9562003,-118.353132,"Inglewood, CA, United States of America",,,,,,Los Angeles County,,,CA,Inglewood,California,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
934,Des Plaines,United States,42.0415823,-87.8873916,"Des Plaines, IL, United States of America",,,,,,Cook County,,,IL,Des Plaines,Illinois,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
935,Macau,China,22.1899448,113.5380454,"519020 Macau, China",,,,,Macau,Municipality of Macau,,519020,,Macau,Macau,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
936,Atsugi,Japan,35.464797,139.323536,"Atsugi, Japan",,,,,,Kanagawa Prefecture,,,,Atsugi,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
937,Pengkalan Chepa,Malaysia,6.172658,102.293098,"Pengkalan Chepa, Kelantan, Malaysia",Kota Bharu,,,Pengkalan Chepa,Pengkalan Chepa,,,16100,,,Kelantan,Malaysia,my,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
938,Kano,Nigeria,11.9918671,8.5303654,"Kano 700271, Kano State, Nigeria",,,,,Kano,Kano Municipal,,700271,,Kano,Kano State,Nigeria,ng,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
939,Chon Buri,Thailand,13.3662087,100.9872185,"Chon Buri, Chon Buri Province 20000, Thailand",,,,,Chon Buri,,,20000,,Chon Buri,Chon Buri Province,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
940,Belitung,Indonesia,-0.05963255,109.35401155706307,"Bank Indonesia (BI), Jalan Abdurahman Saleh, Pontianak 79124, West Kalimantan, Indonesia",Pontianak Tenggara,,Jalan Abdurahman Saleh,,Bank Indonesia (BI),,,79124,,Pontianak,West Kalimantan,Indonesia,id,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
941,Basking Ridge,United States,40.7064088,-74.5492725,"Basking Ridge (Bernards Township), NJ 02794, United States of America",,,,,Basking Ridge,Somerset County,,02794,NJ,Bernards Township,New Jersey,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
942,Kurume,Japan,33.3196545,130.5080625,"Kurume, Japan",,,,,,Fukuoka Prefecture,,,,Kurume,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
943,New London,United States,41.3556187,-72.0997804,"New London, CT 06320, United States of America",,,,,,Southeastern Connecticut Planning Region,,06320,CT,New London,Connecticut,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
944,Nonthaburee,Thailand,15.512883,101.301707,Thailand,,,,,Thailand,,,,,,,Thailand,th,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
945,Guwahati,India,26.1805978,91.753943,"Guwahati, B. Baruah Road, Ulubari, - 781015, AS, India",,,B. Baruah Road,Ulubari,Guwahati,Guwahati,,781015,AS,,Assam,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
946,Kasugai,Japan,35.273804,137.007459,"Kasugai, Japan",,,,,,Aichi Prefecture,,,,Kasugai,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
947,Kota,Malaysia,2.5191582,102.1585711,"Rembau, Kota, Negeri Sembilan, Malaysia",Rembau,,,,Kota,,,71350,,Kota,Negeri Sembilan,Malaysia,my,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
948,Penang,Malaysia,5.3573426,100.3929057,"Penang Bridge, 14000 Bukit Mertajam, Penang, Malaysia",Central Seberang Perai District,,Penang Bridge,,Penang Bridge,Seberang Perai,,14000,,Bukit Mertajam,Penang,Malaysia,my,0.3076923076923077,0.3076923076923077,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
949,Kingston Upon Thames,United Kingdom,51.4096275,-0.3062621,"Kingston upon Thames, KT1 1JS, United Kingdom",,,,,Kingston upon Thames,Greater London,,KT1 1JS,ENG,Kingston upon Thames,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
950,Jazan,Saudi Arabia,16.894719,42.5579758,"Jizan 82723, Saudi Arabia",,,,,Jizan,Jazan,,82723,,Jizan,Jazan Province,Saudi Arabia,sa,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
951,Kosovska Mitrovica,Serbia,44.9857862,19.6307299,"Косовска, 22000 Sremska Mitrovica, Serbia",Сремска Митровица,,Косовска,,Косовска,Srem Administrative District,,22000,,Sremska Mitrovica,Vojvodina,Serbia,rs,0.4444444444444444,0.4444444444444444,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
952,Kuopio,Finland,62.8924601,27.6781839,"Kuopio, Mainland Finland, Finland",,,,,,North Savo,,,,Kuopio,Mainland Finland,Finland,fi,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
953,Msida,Malta,35.8956943,14.4891829,"Msida, Central Region, Malta",,,,,,,,,,Msida,Central Region,Malta,mt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
954,Kingston,Jamaica,17.9712148,-76.7928128,"Kingston, Jamaica",,,,,Kingston,Kingston,,,,Kingston,,Jamaica,jm,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
955,Ajman,United Arab Emirates,25.3936557,55.4451432,"Ajman, Ajman Emirate, United Arab Emirates",,,,,Ajman,,,,,Ajman,Ajman Emirate,United Arab Emirates,ae,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
956,Irbid,Jordan,32.5556091,35.8493023,"21110 Irbid, Jordan",,,,,Irbid,Irbid Qasabah District,,21110,,Irbid,Irbid,Jordan,jo,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
957,Amman,Jordan,31.9515694,35.9239625,"11118 Amman, Jordan",,,,,Amman,Amman Sub-District,,11118,,Amman,Amman,Jordan,jo,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
958,Kuwait City,Kuwait,29.3796532,47.9734174,"15005 Kuwait City, Kuwait",,,,,Kuwait City,,,15005,,Kuwait City,Al Asimah,Kuwait,kw,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
959,Al-Ahsa,Saudi Arabia,25.3877578,49.5626628,"Al Ahsa Governorate, Eastern Province, Saudi Arabia",,,,,,,,,,Al Ahsa Governorate,Eastern Province,Saudi Arabia,sa,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
960,Ypsilanti,United States,42.2410562,-83.613055,"Ypsilanti, MI 48197, United States of America",,,,,,Washtenaw County,,48197,MI,Ypsilanti,Michigan,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
961,Ada,United States,47.299689,-96.5153463,"Ada, MN 56510, United States of America",,,,,,Norman County,,56510,MN,Ada,Minnesota,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
962,Little Rock,United States,34.7465071,-92.2896267,"Little Rock, AR, United States of America",,,,,,Pulaski County,,,AR,Little Rock,Arkansas,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
963,Aveiro,Portugal,40.640496,-8.6537841,"Aveiro, Portugal",,,,,,Aveiro,,,,Aveiro,,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
