original_,original_affiliation-city,original_affiliation-country,lat,lon,formatted,street,housenumber,name,postcode,suburb,district,city,county,county_code,state,state_code,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
1835,Libreville,Gabon,0.4086518,9.4418849,"Libreville, Estuaire Province, Gabon",,,Libreville,,,,Libreville,Libreville,,Estuaire Province,,Gabon,ga,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1836,Bamenda,Cameroon,5.9614117,10.1516505,"Bamenda, Northwest, Cameroon",,,,,,,Bamenda,Mezam,,Northwest,,Cameroon,cm,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1837,,Afghanistan,33.7680065,66.2385139,Afghanistan,,,,,,,,,,,,Afghanistan,af,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1838,Bangui,Central African Republic,4.3635118,18.5835913,"Bangui, Central African Republic",,,,,,,Bangui,,,,,Central African Republic,cf,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1839,Oran,Algeria,35.7044415,-0.6502981,"Oran, Algeria",,,,,,,Oran,Oran District,,Oran,,Algeria,dz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1840,Bishkek,Kyrgyzstan,42.8777895,74.6066926,"Bishkek City, Kyrgyzstan",,,,,,,Bishkek City,,,,,Kyrgyzstan,kg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1841,Adam Barka,Chad,13.8231096,20.8067724,"Universite ADAM BARKA d'Abeche, Abeche - Ati - Ndjamena, Abéché, Chad",Abeche - Ati - Ndjamena,,Universite ADAM BARKA d'Abeche,,,,Abéché,Ouara,,Ouaddaï,OD,Chad,td,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1842,,Haiti,19.1399952,-72.3570972,Haiti,,,,,,,,,,,,Haiti,ht,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1843,Basra,Iraq,30.4952371,47.8090981,"Al-Basrah District, Basra, Al-Basra Governorate, Iraq",,,Basra,00110,,Al-Basrah District,Basra,,,Al-Basra Governorate,,Iraq,iq,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1844,Nampula,Mozambique,-15.1194063,39.2615886,"Nampula, Nampula Province, Mozambique",,,Nampula,,,,Nampula,Cidade de Nampula,,Nampula Province,,Mozambique,mz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1845,Quelimane,Mozambique,-17.87751,36.890216,"Quelimane, Zambezia Province, Mozambique",,,Quelimane,,,,Quelimane,Cidade de Quelimane,,Zambezia Province,,Mozambique,mz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1846,Kaduna,Nigeria,10.5182899,7.4359863,"Kaduna 800211, Kaduna State, Nigeria",,,Kaduna,800211,,,Kaduna,Kaduna North,,Kaduna State,,Nigeria,ng,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1847,Arequipa,Peru,-16.3988667,-71.5369607,"Arequipa, ARE, Peru",,,,,,,Arequipa,,,Arequipa,ARE,Peru,pe,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1848,Molepolole,Botswana,-24.4058025,25.5151645,"Molepolole, Kweneng District, Botswana",,,Molepolole,,,,Molepolole,,,Kweneng District,,Botswana,bw,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1849,Kiev,Ukraine,49.796448999999996,30.11437012072836,"Київ, Torhova Square, 3, Вокзальна, Bila Tserkva, 09117, Ukraine",Torhova Square,3,Київ,09117,Вокзальна,Bila Tserkva Raion,Bila Tserkva,,,Kyiv Oblast,,Ukraine,ua,0.2727272727272727,0.2727272727272727,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1850,Bamako,Mali,12.649319,-8.000337,"Bamako, Mali",,,,,,,Bamako,,,,,Mali,ml,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1851,Beira,Mozambique,-19.828707,34.841782,"2100 Beira, Mozambique",,,Beira,2100,,,Beira,Cidade da Beira,,Sofala Province,,Mozambique,mz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1852,Asuncion,Paraguay,-25.2800459,-57.6343814,"Asuncion, Distrito Capital, Paraguay",,,,,,,Asuncion,,,Distrito Capital,,Paraguay,py,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1853,Stockholn,Sweden,65.859144,19.017205,Sweden,,,Sweden,,,,,,,,,Sweden,se,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1854,Port Moresby,Papua New Guinea,-9.4743301,147.1599504,"Port Moresby 111 NCD, Papua New Guinea",,,Port Moresby,111,,,Port Moresby,National Capital District,,National Capital District,NCD,Papua New Guinea,pg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1855,Sana'a,Yemen,15.3538569,44.2058841,"At Tahrir District, Sana'a, Amanat Al Asimah, Yemen",,,Sana'a,,,At Tahrir District,Sana'a,,,Amanat Al Asimah,,Yemen,ye,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1856,Guayaquil,Ecuador,-2.1900563,-79.8868741,"Guayaquil, G, Ecuador",,,,,,,Guayaquil,Guayaquil,,Guayas,G,Ecuador,ec,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1857,San Salvador,El Salvador,13.6989939,-89.1914249,"San Salvador, Departamento de San Salvador, El Salvador",,,,,,,San Salvador,,,Departamento de San Salvador,,El Salvador,sv,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1858,Ndola,Zambia,-12.9693056,28.6365894,"Ndola, Copperbelt Province, Zambia",,,Ndola,,,,Ndola,Ndola District,,Copperbelt Province,,Zambia,zm,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1859,Guatemala City,Guatemala,14.6424667,-90.5131361,"Guatemala City, Guatemala Department, Guatemala",,,,,,,Guatemala City,,,Guatemala Department,,Guatemala,gt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1860,Mombasa,Kenya,-4.05052,39.667169,"Mombasa, 80100, Kenya",,,Mombasa,80100,,,Mombasa,Mvita,,Mombasa County,,Kenya,ke,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1861,"Siteki, Eswatini",Swaziland,-26.438836,31.934509,"Siteki, Lubombo, eSwatini",,,,,,,Siteki,Lugongolweni,,Lubombo,,eSwatini,sz,0.5,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1862,Managua,Nicaragua,12.1544035,-86.2737642,"Managua, MN, Nicaragua",,,,10000 (codigo maestro),,,Managua,,,Managua,MN,Nicaragua,ni,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1863,,Burundi,-3.426449,29.9324519,Burundi,,,,,,,,,,,,Burundi,bi,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1864,Surakarta,Indonesia,-7.5692489,110.828448,"Surakarta, Central Java, Indonesia",,,,,,,Surakarta,,,Central Java,,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1865,,Singapore,1.366923,103.801292,Singapore,,,Singapore,,,,,,,,,Singapore,sg,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1866,Hakodate,Japan,41.768793,140.729008,"Hakodate, Oshima Subprefecture, Japan",,,,,,,Hakodate,Hokkaido Prefecture,,Oshima Subprefecture,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1867,Khuzdar,Pakistan,27.8000135,66.6166537,"Khuzdar 89100, Pakistan",,,Khuzdar,89100,,,Khuzdar,Khuzdar District,,Balochistan,BA,Pakistan,pk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1868,Downderry,United Kingdom,50.3619837,-4.3706938,"Downderry (Downderry), PL11 3LX, United Kingdom",,,Downderry,PL11 3LX,,,Downderry,Cornwall,CON,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1869,Nova Gorica,Slovenia,45.9580549,13.6474706,"Nova Gorica, Slovenia",,,,,,,Nova Gorica,,,,,Slovenia,si,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1870,Guri,South Korea,37.5935948,127.1297917,"Guri-si, South Korea",,,,,,,Guri-si,Gyeonggi,,,,South Korea,kr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1871,Shantou,China,23.3563921,116.6775856,"Shantou, Guangdong Province, China",,,,,,,Shantou,,,Guangdong Province,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1872,Luang Prabang Province,Laos,20.2115415,102.612684,"Luang Prabang, Laos",,,,,,,,,,Luang Prabang,,Laos,la,0.45,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1873,Loei,Thailand,17.490375,101.7286456,"Loei, Loei Province 42000, Thailand",,,Loei,42000,,,Loei,,,Loei Province,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1874,Ivano-Frankivsk,Ukraine,48.9224763,24.710334,"Ivano-Frankivsk Raion, Ivano-Frankivsk, Ivano-Frankivsk Oblast, Ukraine",,,,,,Ivano-Frankivsk Raion,Ivano-Frankivsk,,,Ivano-Frankivsk Oblast,,Ukraine,ua,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1875,Sakakah,Saudi Arabia,29.9784008,40.2047701,"Sakaka, Al Jawf Region, Saudi Arabia",,,,,,,Sakaka,,,Al Jawf Region,,Saudi Arabia,sa,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1876,Bellevue,United States,47.6144219,-122.192337,"Bellevue, WA, United States of America",,,,,,,Bellevue,King County,,Washington,WA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1877,Kediri,Indonesia,-7.4458341,109.2050806,"Kediri (Kediri) 53137, Central Java, Indonesia",,,Kediri,53137,,,Kediri,Banyumas,,Central Java,,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1878,Ludwigsburg,Germany,48.8953937,9.1895147,"Ludwigsburg, BW, Germany",,,,,,,Ludwigsburg,Landkreis Ludwigsburg,,Baden-Württemberg,BW,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1879,Valley City,United States,46.923313,-98.003155,"Valley City, ND 58072, United States of America",,,,58072,,,Valley City,Barnes County,,North Dakota,ND,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1880,"Nha Trang, Khanh Hoa",Viet Nam,12.2431693,109.1898675,"Nha Trang City, Khánh Hòa Province, Vietnam",,,,,,,Nha Trang City,,,Khánh Hòa Province,,Vietnam,vn,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1881,Jember,Indonesia,-8.1688563,113.7021772,"Jember, East Java, Indonesia",,,,,,,Jember,,,East Java,,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1882,Grenoble,France,45.1875602,5.7357819,"Grenoble, ARA, France",,,,,,,Grenoble,Isère,,Auvergne-Rhône-Alpes,ARA,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1883,Dessau-Rosslau,Germany,51.829379,12.2236,"Dessau-Roßlau (Dessau), Saxony-Anhalt, Germany",,,,,,Dessau-Roßlau,Dessau,Dessau-Rosslau,,Saxony-Anhalt,,Germany,de,1,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1884,Observatory,South Africa,-33.9369444,18.4683333,"Observatory, Cape Town, WC, South Africa",,,Observatory,7937,Observatory,,Cape Town,City of Cape Town,,Western Cape,WC,South Africa,za,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1885,Palestine,Palestine,34.9829824,-90.9075601,"Palestine, Palestine, AR 72372, United States of America",Palestine,,Palestine,72372,,,Palestine,St. Francis County,,Arkansas,AR,United States,us,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1886,Salisbury,United States,35.6709727,-80.4742261,"Salisbury, NC, United States of America",,,,,,,Salisbury,Rowan County,,North Carolina,NC,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1887,Kuroishi,Japan,40.6423427,140.5951263,"Kuroishi, Japan",,,,,,,Kuroishi,Aomori Prefecture,,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1888,Koriyama,Japan,37.404937,140.333381,"Koriyama, Japan",,,,,,,Koriyama,Fukushima Prefecture,,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1889,Piscataway,United States,40.5462553,-74.4660408,"Piscataway, NJ, United States of America",,,,,,,Piscataway,Middlesex County,,New Jersey,NJ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1890,Xiangtan,China,27.7827319,112.9455981,"Xiangtan, 411104 Hunan, China",,,Xiangtan,411104,,,Xiangtan,Xiangtan County,,Hunan,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1891,Namur,Belgium,50.4665284,4.8661892,"Namur, WNA, Belgium",,,,,,,Namur,Namur,,Namur,WNA,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1892,Banja Luka,Bosnia and Herzegovina,44.7720845,17.1917651,"Banja Luka, SRP, Bosnia and Herzegovina",,,,,,,Banja Luka,City of Banja Luka,,Republika Srpska,SRP,Bosnia and Herzegovina,ba,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1893,Shiraz,Iran,29.6060218,52.5378041,"Shiraz Central District, Shiraz, Fars Province, Iran",,,,,,Shiraz Central District,Shiraz,Shiraz County,,Fars Province,,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1894,Al Bayda,Libya,32.7609529,21.7577175,"Bayda, Jabal al Akhdar, Libya",,,Bayda,,,,Bayda,,,Jabal al Akhdar,,Libya,ly,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1895,Hadera,Israel,32.43699,34.9198258,"Hadera, Haifa District, Israel",,,,,,,Hadera,Hadera Subdistrict,,Haifa District,,Israel,il,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1896,Kota Samarahan,Malaysia,1.4596157,110.4954562,"Kota Samarahan, Sarawak, Malaysia",,,Kota Samarahan,,,,Kota Samarahan,Samarahan,,Sarawak,,Malaysia,my,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1897,Bushehr,Iran,28.9310786,50.8458443,"Bakhsh-e-Markazi of Bushehr County, Bushehr, Bushehr Province, Iran",,,,,,Bakhsh-e-Markazi of Bushehr County,Bushehr,Bushehr County,,Bushehr Province,,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1898,Heraklion,Greece,35.33908,25.1332843,"712 02 Heraklion, Greece",,,Heraklion,712 02,,,Heraklion,Heraklion Regional Unit,,Region of Crete,,Greece,gr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1899,Varese,Italy,45.817549,8.8263532,"Varese, Lombardy, Italy",,,,,,,Varese,Varese,VA,Lombardy,,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1900,Skopje,,41.9961816,21.4319213,"Skopje, Skopje Region, North Macedonia",,,,,,,Skopje,City of Skopje,,Skopje Region,,North Macedonia,mk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1901,,Ukraine,49.4871968,31.2718321,Ukraine,,,,,,,,,,,,Ukraine,ua,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1902,Purmerend,Netherlands,52.5024789,4.9614827,"Purmerend, NH, Netherlands",,,,,,,Purmerend,,,North Holland,NH,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1903,Ridderkerk,Netherlands,51.8709913,4.592647897485351,"Ridderkerk, ZH, Netherlands",,,,,,,Ridderkerk,,,South Holland,ZH,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1904,VIC,Australia,-37.014348,143.480452,"Victoria, Australia",,,Victoria,,,,,,,Victoria,VIC,Australia,au,0.5,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1905,Wiesbaden,Germany,50.0820384,8.2416556,"Wiesbaden, Hesse, Germany",,,,,,,Wiesbaden,,,Hesse,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1906,Pula,Croatia,44.8702281,13.8455311,"Grad Pula, Croatia",,,,,,,Grad Pula,Istria County,,,,Croatia,hr,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1907,Bolzano,Italy,45.9709647,13.3877614,"33048 Bolzano (Bolzano), Italy",,,Bolzano,33048,,,Bolzano,Udine,UD,Friuli-Venezia Giulia,,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1908,Petchburi,Thailand,13.111502,99.9439182,"District Office Petchburi, Ratchadamnoen Road, Phetchaburi, Phetchaburi Province 76000, Thailand",Ratchadamnoen Road,,District Office Petchburi,76000,,,Phetchaburi,,,Phetchaburi Province,,Thailand,th,0.7363636363636364,0.7363636363636364,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1909,Bournemouth,United Kingdom,50.7201514,-1.8799118,"Bournemouth, BH2 6EG, United Kingdom",,,Bournemouth,BH2 6EG,,,Bournemouth,"Bournemouth, Christchurch and Poole",,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1910,Hồ Chí Minh,Viet Nam,10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,Ho Chi Minh City,,,,,Vietnam,vn,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1911,Nutley,United States,40.8223223,-74.1598663,"Nutley, NJ 07110, United States of America",,,,07110,,,Nutley,Essex County,,New Jersey,NJ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1912,Urayasu,Japan,35.6530518,139.9018495,"Urayasu, Japan",,,,,,,Urayasu,Chiba Prefecture,,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1913,Colleferro,Italy,41.727033,13.0041576,"00034 Colleferro, Italy",,,,00034,,,Colleferro,Roma Capitale,,Lazio,LAZ,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1914,Gaborone,Botswana,-24.6581357,25.9088474,"Gaborone, South-East District, Botswana",,,Gaborone,,,,Gaborone,,,South-East District,,Botswana,bw,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1915,Louvain,Belgium,50.879202,4.7011675,"Leuven, Flemish Brabant, Belgium",,,,,,,Leuven,Leuven,,Flemish Brabant,,Belgium,be,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1916,New Orleans,United States,29.9759983,-90.0782127,"New Orleans, LA, United States of America",,,,,,,New Orleans,Orleans Parish,,Louisiana,LA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1917,Amnat Charoen,Thailand,15.8640232,104.6278059,"Amnat Charoen, Amnat Charoen Province 37000, Thailand",,,Amnat Charoen,37000,,,Amnat Charoen,,,Amnat Charoen Province,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1918,Lower Hutt,New Zealand,-41.2125751,174.9057626,"Lower Hutt 5045, New Zealand",,,Lower Hutt,5045,,,Lower Hutt,Lower Hutt City,,Wellington,WGN,New Zealand,nz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1919,Mangalagiri,India,16.4318209,80.5688069,"Mangalagiri - 522500, AP, India",,,Mangalagiri,522500,,,Mangalagiri,Mangalagiri,,Andhra Pradesh,AP,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1920,Montgomery,United States,32.3669656,-86.3006485,"Montgomery, AL, United States of America",,,,,,,Montgomery,Montgomery County,,Alabama,AL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1921,Pekanbaru,Indonesia,0.5262455,101.4515727,"Pekanbaru, Riau, Indonesia",,,,,,,Pekanbaru,,,Riau,,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1922,Narahenpita,Sri Lanka,6.90572655,79.88212971909357,"Narahenpita, Colombo, Western Province, Sri Lanka",,,,,Narahenpita,,Colombo,Colombo District,,Western Province,,Sri Lanka,lk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1923,Kochi,Japan,33.5680384,133.5394221,"Kochi, 780-8571, Japan",,,,780-8571,,,Kochi,Kochi Prefecture,,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1924,Trissur,India,10.5270099,76.214621,"Thrissur - 680001, KL, India",,,Thrissur,680001,,,Thrissur,Thrissur,,Kerala,KL,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1925,Somerset,United States,29.2263504,-98.6577985,"Somerset, TX, United States of America",,,,,,,Somerset,Bexar County,,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1926,Perm,Russian Federation,58.014965,56.246723,"Perm, Perm Krai, Russia",,,Perm,,,,Perm,Perm District,,Perm Krai,,Russia,ru,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1927,,Mexico,23.6585116,-102.0077097,Mexico,,,,,,,,,,,,Mexico,mx,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1928,,Brazil,-10.3333333,-53.2,Brazil,,,,,,,,,,,,Brazil,br,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1929,Chestnut Hill,United States,42.3306529,-71.1661647,"Chestnut Hill, Newton, MA, United States of America",,,Chestnut Hill,02159,Chestnut Hill,,Newton,Middlesex County,,Massachusetts,MA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1930,Salem,India,11.6551982,78.1581771,"Salem - 636001, TN, India",,,Salem,636001,,,Salem,Salem District,,Tamil Nadu,TN,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1931,Krishnagiri,India,12.5188835,78.2206536,"Krishnagiri, TN, India",,,Krishnagiri,,,,Krishnagiri,Krishnagiri,,Tamil Nadu,TN,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1932,Charsadda,Pakistan,34.1461506,71.7337464,"Charsadda 24420, Pakistan",,,Charsadda,24420,,,Charsadda,Charsadda District,,Khyber Pakhtunkhwa,KP,Pakistan,pk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1933,Pau,France,43.2957547,-0.3685668,"64000 Pau, France",,,,64000,,,Pau,Pyrénées-Atlantiques,,Nouvelle-Aquitaine,NAQ,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1934,,Philippines,12.7503486,122.7312101,Philippines,,,,,,,,,,,,Philippines,ph,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1935,Tangerang,Indonesia,-6.1761924,106.6382161,"Tangerang, Banten, Indonesia",,,,,,,Tangerang,,,Banten,,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1936,Phu Yen,Viet Nam,21.2955775,105.484802,"Phủ Yên (Phủ Yên), Vĩnh Phúc Province, Vietnam",,,Phủ Yên,,,,Phủ Yên,Vĩnh Tường District,,Vĩnh Phúc Province,,Vietnam,vn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1937,Spokane,United States,47.6571934,-117.42351,"Spokane, WA, United States of America",,,,,,,Spokane,Spokane County,,Washington,WA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1938,Muntinlupa,Philippines,14.3892634,121.0449101,"Muntinlupa, Metro Manila, Philippines",,,,,,,Muntinlupa,Southern Manila District,,Metro Manila,,Philippines,ph,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1939,Vevey,Switzerland,46.4602978,6.8418655,"1800 Vevey, Switzerland",,,,1800,,,Vevey,District de la Riviera-Pays-d’Enhaut,,Vaud,VD,Switzerland,ch,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1940,Damanhour,Egypt,31.0374982,30.4710625,"Damanhur, 22511, Egypt",,,Damanhur,22511,,,Damanhur,,,The Lake,,Egypt,eg,0.7999999999999999,0.7999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1941,Neuchatel,Switzerland,46.9895828,6.9292641,"Neuchâtel, NE, Switzerland",,,,,,,Neuchâtel,,,Neuchâtel,NE,Switzerland,ch,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1942,Chumporn,Thailand,10.499449,99.183455,"Chumphon, Thailand",,,,,,,Chumphon,Chumphon,,,,Thailand,th,0.675,0.675,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1943,Maraba,Brazil,-5.3462821,-49.1007401,"Marabá, PA, Brazil",,,,,,,Marabá,Região Geográfica Intermediária de Marabá,,Pará,PA,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1944,Faisalabad,Pakistan,31.41232645,73.05495959089825,"Faisalabad District, Faisalabad, PB, Pakistan",,,Faisalabad,,,Faisalabad District,Faisalabad,,,Punjab,PB,Pakistan,pk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1945,Ajmer,India,26.4691,74.639,"Ajmer, RJ, India",,,Ajmer,,,,Ajmer,Ajmer Tehsil,,Rajasthan,RJ,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1946,Lowell,United States,42.6414437,-71.3085329,"Lowell, MA, United States of America",,,,,,,Lowell,Middlesex County,,Massachusetts,MA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1947,Beauvais,France,49.4300997,2.0823355,"60000 Beauvais, France",,,,60000,,,Beauvais,Oise,,Hauts-de-France,HDF,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1948,Iruma,Japan,35.8358142,139.3909293,"Iruma, Japan",,,,,,,Iruma,Saitama Prefecture,,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
